tconst,averageRating,numVotes,primaryTitle,originalTitle,runtimeMinutes,box office,released,Action,Crime,Drama,Adventure,Romance,Comedy,Sci-Fi,Animation,Family,Thriller,Horror,Mystery,Biography,History,Fantasy,Sport,Music,Documentary,War,Western,Musical,News
tt1881002,5.6,38289.0,Maggie,Maggie,95,136397,08 May 2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1883367,2.8,12221.0,The Human Centipede III (Final Sequence),The Human Centipede III (Final Sequence),102,470,18 Jun 2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1884457,5.1,3605.0,The Package,The Package,95,1095,09 Feb 2013,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1885265,5.5,6985.0,Good Deeds,Good Deeds,110,35010192,24 Feb 2012,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1885300,6.4,8774.0,Best Man Down,Best Man Down,89,1842,03 Oct 2013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1885335,7.2,453.0,Ballplayer: Pelotero,Pelotero,77,44689,13 Jul 2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
tt1885448,4.6,456.0,The Warring States,Zhan guo,126,67991,12 Apr 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1886502,6.8,884.0,Corpo Celeste,Corpo celeste,99,7665,20 May 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1891757,8.3,8166.0,Bol,Bol,165,186410,31 Aug 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1891769,7.4,3319.0,The Painting,Le tableau,76,15143,10 May 2013,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1893256,6.2,60660.0,Redemption,Hummingbird,100,23595,28 Jun 2013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1893326,6.2,754.0,Scatter My Ashes at Bergdorf's,Scatter My Ashes at Bergdorf's,93,516719,03 May 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1894561,6.2,1362.0,Cowgirls 'n Angels,Cowgirls 'n Angels,92,119782,06 Jul 2012,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1899353,7.6,174049.0,The Raid: Redemption,Serbuan maut,101,1200000,13 Apr 2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1901040,6.3,8405.0,Wrong,Wrong,94,28567,01 Feb 2013,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1904996,6.2,104495.0,Parker,Parker,118,17609982,25 Jan 2013,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1905041,7.1,343681.0,Fast & Furious 6,Furious 6,130,238700000,24 May 2013,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1906426,7.0,4117.0,Michael,Michael,96,15151,15 Feb 2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1906443,6.8,126.0,Orchestra of Exiles,Orchestra of Exiles,85,34188,07 Nov 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1907639,5.6,669.0,Hardflip,Hardflip,112,96734,01 Jun 2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1907668,7.3,300159.0,Flight,Flight,138,89400000,02 Nov 2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1907707,6.0,1964.0,LUV,LUV,94,151089,01 Sep 2015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1907731,5.3,4561.0,Nobody Walks,Nobody Walks,83,24995,06 Sep 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1911553,6.7,14915.0,Le Chef,Comme un chef,84,342667,20 Jun 2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1911658,6.7,71742.0,Penguins of Madagascar,Penguins of Madagascar,92,70727688,26 Nov 2014,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1912398,7.2,65583.0,God Bless America,God Bless America,105,77301,31 May 2012,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1913002,6.3,786.0,Bonsái,Bonsái,95,21163,09 Nov 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1915581,6.1,122933.0,Magic Mike,Magic Mike,110,113709992,29 Jun 2012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1918727,6.3,956.0,California Solo,California Solo,94,15328,25 Jan 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1918836,5.0,7.0,Gottfried Helnwein and the Dreaming Child,Gottfried Helnwein and the Dreaming Child,70,402,22 May 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1918886,2.6,4507.0,Joker,Joker,104,169137,31 Aug 2012,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1920849,5.3,42624.0,Bachelorette,Bachelorette,87,400000,06 Sep 2012,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1921064,5.5,99297.0,Pompeii,Pompeii,105,19919371,21 Feb 2014,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1921070,5.5,4330.0,Pusher,Pusher,89,5040,12 Oct 2012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1921149,7.2,18486.0,Trash,Trash,114,10230,09 Oct 2015,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1922561,7.0,1741.0,The Day He Arrives,Book chon bang hyang,79,3311,08 Sep 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1922612,5.4,5427.0,Glee: The 3D Concert Movie,Glee: The 3D Concert Movie,84,11860839,12 Aug 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt1922645,6.1,2183.0,The Fairy,La fée,93,18417,24 Feb 2012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1922675,5.7,106.0,The Hunter,Okhotnik,124,252652,01 Sep 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1922685,5.9,12721.0,Phantom,Phantom,98,1000000,01 Mar 2013,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tt1922748,5.6,292.0,The Investigator,The Investigator,101,93690,13 Sep 2013,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1922751,6.9,256.0,The Look,The Look,99,19812,04 Nov 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1922777,6.8,195714.0,Sinister,Sinister,110,48100000,12 Oct 2012,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tt1924394,7.0,21466.0,The Angels' Share,The Angels' Share,101,687405,01 Jun 2012,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1924396,7.8,94459.0,The Best Offer,La migliore offerta,131,85433,01 Jan 2014,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1924429,6.9,104189.0,Trance,Trance,101,4856227,27 Mar 2013,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1929346,8.1,94.0,People of a Feather,People of a Feather,90,5651,08 Nov 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1930546,5.7,6526.0,Arthur Newman,Arthur Newman,93,134273,13 Jun 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1931388,7.7,2915.0,Beware of Mr. Baker,Beware of Mr. Baker,100,65379,17 May 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1931435,5.6,43882.0,The Big Wedding,The Big Wedding,89,21500000,26 Apr 2013,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1931470,7.0,4704.0,Declaration of War,La guerre est déclarée,100,46225,31 Aug 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1931533,7.2,221302.0,Seven Psychopaths,Seven Psychopaths,110,15000000,12 Oct 2012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1931549,6.7,393.0,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",104,183342,23 Sep 2011,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt1932718,6.4,24412.0,Thanks for Sharing,Thanks for Sharing,112,752929,14 Sep 2013,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1932767,7.5,25234.0,What Maisie Knew,What Maisie Knew,99,1000000,03 May 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1934231,7.6,24302.0,Delhi Belly,Delhi Belly,103,1531757,01 Jul 2011,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1934269,7.0,2606.0,Yossi,Yossi,84,77149,17 May 2012,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1935089,5.7,2847.0,Blind,Blind,98,11700,24 Aug 2017,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1935179,7.4,155550.0,Mud,Mud,130,21589307,10 May 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1935742,5.9,519.0,Cupcakes,Cupcakes,92,8910,27 Mar 2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1935859,6.7,138309.0,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,127,87240689,30 Sep 2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1935896,4.7,16787.0,The ABCs of Death,The ABCs of Death,129,17160,26 Apr 2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1935940,6.3,2582.0,Get Santa,Get Santa,102,1757892,12 Dec 2014,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1937133,5.8,4312.0,On the Other Side of the Tracks,De l'autre côté du périph,96,5923,19 Dec 2012,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1937222,6.5,539.0,Least Among Saints,Least Among Saints,107,28026,12 Oct 2012,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1937390,6.9,105224.0,Nymphomaniac: Vol. I,Nymphomaniac: Vol. I,117,623753,06 Mar 2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1937449,5.7,6702.0,At Any Price,At Any Price,105,300000,01 May 2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tt1939659,5.9,124134.0,Carrie,Carrie,100,28440607,18 Oct 2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1941541,7.1,264.0,Greenwich Village: Music That Defined a Generation,Greenwich Village: Music That Defined a Generation,92,22560,20 Oct 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt1942989,7.0,3075.0,The Citizen,The Citizen,99,24296,27 Sep 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1943747,5.7,79.0,Let Fury Have the Hour,Let Fury Have the Hour,100,3386,14 Dec 2012,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt1943873,7.5,2060.0,You've Been Trumped,You've Been Trumped,79,28450,06 Jul 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1945062,4.8,9122.0,About Cherry,About Cherry,98,2760,09 Aug 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1945087,5.7,689.0,In Our Nature,In Our Nature,103,6175,10 Mar 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1948150,6.8,12670.0,Singham,Singham,143,287458,22 Jul 2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1951181,6.6,26269.0,The Immigrant,The Immigrant,120,1300791,23 May 2014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1951216,6.0,6209.0,The Look of Love,The Look of Love,101,217933,07 Jul 2013,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1951261,5.8,267141.0,The Hangover Part III,The Hangover Part III,100,112200000,23 May 2013,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1951264,7.5,569886.0,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,146,336663349,22 Nov 2013,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1951265,6.7,373942.0,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,123,295457212,21 Nov 2014,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1951266,6.6,247077.0,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,137,254641329,20 Nov 2015,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1954204,6.4,88.0,A Beautiful Soul,A Beautiful Soul,87,54008,04 May 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1954352,6.0,1728.0,Crooked Arrows,Crooked Arrows,105,1700000,18 May 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1956594,6.9,834.0,Paul Williams Still Alive,Paul Williams Still Alive,87,37649,01 Apr 2012,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt1956620,5.1,99446.0,Sex Tape,Sex Tape,94,34279302,18 Jul 2014,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1956697,6.0,2155.0,Vettai,Vettai,150,198192,14 Jan 2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1959438,5.6,4287.0,Kiss of the Damned,Kiss of the Damned,97,9167,28 Mar 2013,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1959490,5.8,227298.0,Noah,Noah,138,101160529,28 Mar 2014,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1959550,6.7,66.0,The Beat Hotel,The Beat Hotel,88,5571,30 Mar 2012,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tt1959563,6.9,157253.0,The Hitman's Bodyguard,The Hitman's Bodyguard,118,75020039,18 Aug 2017,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1961175,6.2,56344.0,American Assassin,American Assassin,112,34449582,15 Sep 2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1961447,6.4,189.0,"Now, Forager","Now, Forager",93,10896,27 Aug 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1961604,2.2,1873.0,The Undefeated,The Undefeated,118,101382,15 Jul 2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt1964418,6.4,159924.0,Tomorrowland,Tomorrowland,130,71526443,22 May 2015,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1964624,7.4,27002.0,In the House,Dans la maison,105,469746,10 Oct 2012,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1965065,5.8,6512.0,Save the Date,Save the Date,97,3755,08 Nov 2012,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1965264,6.3,789.0,Sarah Palin: You Betcha!,Sarah Palin: You Betcha!,91,10524,30 Sep 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1966359,5.5,13729.0,Father Figures,Father Figures,113,16772934,22 Dec 2017,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1966566,5.6,14502.0,Stalingrad,Stalingrad,131,675129,10 Oct 2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1966604,7.5,41820.0,The Imposter,The Imposter,99,700000,24 Aug 2012,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt1967545,6.9,38727.0,Labor Day,Labor Day,111,13362308,31 Jan 2014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1967614,5.7,5770.0,The Comedian,The Comedian,120,1658706,03 Feb 2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1967651,5.5,654.0,Unconditional Love,Unconditional,92,1000000,25 Jun 2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1971352,6.4,28445.0,Compliance,Compliance,90,318622,26 Sep 2012,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1972571,6.8,67251.0,A Most Wanted Man,A Most Wanted Man,122,14037964,01 Aug 2014,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1972591,6.8,164504.0,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,126,39037047,12 May 2017,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1972646,7.2,885.0,Eames: The Architect & The Painter,Eames: The Architect & The Painter,85,147591,03 Aug 2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt1972663,7.3,14783.0,Into the Abyss,Into the Abyss,107,221488,30 Mar 2012,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1972779,6.7,58757.0,The Best of Me,The Best of Me,118,21984384,17 Oct 2014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1974254,7.7,294.0,Far Out Isn't Far Enough: The Tomi Ungerer Story,Far Out Isn't Far Enough: The Tomi Ungerer Story,98,33428,19 Dec 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1974420,5.7,7560.0,Rules Don't Apply,Rules Don't Apply,127,3647836,23 Nov 2016,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1976000,6.2,27240.0,The Two Faces of January,The Two Faces of January,96,1638101,28 Aug 2014,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1976608,6.8,156.0,Sholem Aleichem: Laughing in the Darkness,Sholem Aleichem: Laughing in the Darkness,93,906666,08 Jul 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1976989,5.7,8506.0,Love and Honor,Love and Honor,100,10534,22 Mar 2013,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1977953,6.2,265.0,The Man Who Shook the Hand of Vicente Fernandez,The Man Who Shook the Hand of Vicente Fernandez,99,9890,27 Apr 2012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1978480,6.2,736.0,Mosquita y Mari,Mosquita y Mari,85,6256,22 Jan 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1979320,8.1,387082.0,Rush,Rush,123,22442876,27 Sep 2013,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1979388,6.7,90292.0,The Good Dinosaur,The Good Dinosaur,93,123087120,25 Nov 2015,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1980209,6.4,186107.0,Pain & Gain,Pain & Gain,129,49300000,26 Apr 2013,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1980929,7.4,128159.0,Begin Again,Begin Again,104,12078174,11 Jul 2014,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1980959,5.8,228.0,The Condemned,Los condenados,91,3718,01 Mar 2013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1980986,5.4,11572.0,Housefull 2,Housefull 2,145,1586745,05 Apr 2012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt1981080,6.1,4557.0,Tai Chi Zero,Tai ji 1: Cong 0 kai shi,98,151557,27 Sep 2012,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1981115,7.0,524488.0,Thor: The Dark World,Thor: The Dark World,112,206360018,08 Nov 2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt1981128,5.3,75956.0,Geostorm,Geostorm,109,33681965,20 Oct 2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1981677,7.2,253665.0,Pitch Perfect,Pitch Perfect,112,61100000,05 Oct 2012,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1981703,7.1,62.0,The Harvest/La Cosecha,The Harvest/La Cosecha,80,2245,29 Jul 2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1982113,7.2,592.0,Gerhard Richter Painting,Gerhard Richter Painting,97,238354,14 Mar 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1985017,5.4,6316.0,Atlas Shrugged II: The Strike,Atlas Shrugged II: The Strike,111,2509139,12 Oct 2012,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1985019,6.3,17667.0,Austenland,Austenland,97,2155334,27 Sep 2013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1985949,6.3,68535.0,The Angry Birds Movie,Angry Birds,97,107506776,20 May 2016,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1985966,6.4,79733.0,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,95,119793567,27 Sep 2013,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1985981,5.9,11743.0,Desi Boyz,Desi Boyz,122,1066167,25 Nov 2011,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1986769,4.5,647.0,Alone Yet Not Alone,Alone Yet Not Alone,103,668172,27 Sep 2013,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1989593,5.0,1445.0,Red Hook Summer,Red Hook Summer,121,338803,17 May 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1989712,6.4,2715.0,In Another Country,Da-reun na-ra-e-seo,89,22139,31 May 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1990181,6.1,10923.0,Brake,Brake,92,4330,17 May 2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1990217,6.7,1440.0,The Artist and the Model,El artista y la modelo,105,48139,02 Aug 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1990314,7.1,58838.0,Robot & Frank,Robot & Frank,89,3200000,19 Sep 2012,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1990352,7.3,1110.0,The Island President,The Island President,101,75233,30 Mar 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1991245,5.0,59233.0,Chernobyl Diaries,Chernobyl Diaries,86,18100000,25 May 2012,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tt1992156,5.8,902.0,Il Futuro,Il futuro,94,9217,06 Sep 2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1992193,7.4,1730.0,Pandora's Promise,Pandora's Promise,87,69252,15 Nov 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1995260,2.7,1369.0,Battlefield America,Battlefield America,106,169000,21 Jun 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt1995341,6.4,9548.0,It's a Disaster,It's a Disaster,88,57216,07 Jun 2013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1995390,6.2,17085.0,Our Kind of Traitor,Our Kind of Traitor,108,3152725,13 May 2016,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1996264,6.0,14918.0,"For a Good Time, Call...","For a Good Time, Call...",85,1200000,02 Nov 2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1996310,7.1,13269.0,Lore,Lore,109,657666,20 Sep 2012,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1996346,5.0,567.0,Woman Thou Art Loosed: On the 7th Day,Woman Thou Art Loosed: On the 7th Day,101,1201562,13 Apr 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1999192,7.4,4895.0,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,89,7705974,27 Apr 2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1999987,6.4,13120.0,Breathe In,Breathe In,98,55881,19 Jul 2013,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2002718,5.6,69252.0,Machete Kills,Machete Kills,107,5658869,11 Oct 2013,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
