tconst,averageRating,numVotes,primaryTitle,originalTitle,runtimeMinutes,box office,released,Action,Crime,Drama,Adventure,Romance,Comedy,Sci-Fi,Animation,Family,Thriller,Horror,Mystery,Biography,History,Fantasy,Sport,Music,Documentary,War,Western,Musical,News
tt0315642,7.1,15255.0,Wazir,Wazir,103,586028,08 Jan 2016,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0337692,6.1,37629.0,On the Road,On the Road,124,665094,23 May 2012,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0359950,7.3,273033.0,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,114,33223430,25 Dec 2013,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0369610,7.0,531876.0,Jurassic World,Jurassic World,124,528757749,12 Jun 2015,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0376136,6.2,94275.0,The Rum Diary,The Rum Diary,119,13000000,28 Oct 2011,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0376479,6.1,12594.0,American Pastoral,American Pastoral,108,541457,21 Oct 2016,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0377981,6.0,49079.0,Gnomeo & Juliet,Gnomeo & Juliet,84,99808609,11 Feb 2011,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0383010,5.1,28319.0,The Three Stooges,The Three Stooges,92,41800000,13 Apr 2012,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0398286,7.8,360855.0,Tangled,Tangled,100,200803309,24 Nov 2010,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0401729,6.6,237177.0,John Carter,John Carter,132,73058679,09 Mar 2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0403935,3.3,2806.0,Action Jackson,Action Jackson,144,171795,05 Dec 2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0404978,5.7,21966.0,Gambit,Gambit,89,689042,21 Nov 2012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0409379,6.2,6972.0,In Secret,In Secret,107,308227,03 Apr 2014,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0409847,6.0,194372.0,Cowboys & Aliens,Cowboys & Aliens,119,100215116,29 Jul 2011,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0427152,5.9,90580.0,Dinner for Schmucks,Dinner for Schmucks,114,72980108,30 Jul 2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0429493,6.8,233638.0,The A-Team,The A-Team,117,77213489,11 Jun 2010,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0431021,5.9,53245.0,The Possession,The Possession,92,49100000,31 Aug 2012,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tt0433035,7.1,281817.0,Real Steel,Real Steel,127,85463309,07 Oct 2011,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0435651,6.5,103927.0,The Giver,The Giver,97,33480518,15 Aug 2014,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0435761,8.3,670551.0,Toy Story 3,Toy Story 3,103,414984497,18 Jun 2010,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0443272,7.4,226770.0,Lincoln,Lincoln,150,129477447,16 Nov 2012,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0443331,4.1,1550.0,Milenge Milenge,Milenge Milenge,109,48172,09 Jul 2010,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0443465,6.8,43900.0,Before We Go,Before We Go,95,22522,21 Jul 2015,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0446029,7.5,334151.0,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,112,31494270,13 Aug 2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0448022,6.6,1047.0,A Bird of the Air,A Bird of the Air,108,10152,23 Sep 2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0448694,6.6,131908.0,Puss in Boots,Puss in Boots,90,149234747,28 Oct 2011,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0451279,7.5,471592.0,Wonder Woman,Wonder Woman,141,412400625,02 Jun 2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0453562,7.5,76714.0,42,42,128,95001343,12 Apr 2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0454876,7.9,528272.0,Life of Pi,Life of Pi,127,103500000,21 Nov 2012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0455323,6.4,15674.0,Being Flynn,Being Flynn,102,526322,19 Apr 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0455407,6.5,103589.0,The Crazies,The Crazies,101,38240768,26 Feb 2010,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0455944,7.2,297129.0,The Equalizer,The Equalizer,132,85212969,26 Sep 2014,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0458339,6.9,643497.0,Captain America: The First Avenger,Captain America: The First Avenger,124,176636816,22 Jul 2011,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0458481,6.5,138880.0,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,102,11064709,22 Aug 2014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0460890,6.3,8361.0,The Only Living Boy in New York,The Only Living Boy in New York,89,622999,11 Aug 2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0464154,5.4,80773.0,Piranha 3D,Piranha 3D,88,24900000,20 Aug 2010,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0466893,6.5,14597.0,Margaret,Margaret,150,46495,01 Jun 2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0469021,6.9,27744.0,Alan Partridge,Alan Partridge: Alpha Papa,90,153146,27 Feb 2014,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0470752,7.7,416848.0,Ex Machina,Ex Machina,108,19012798,24 Apr 2015,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0471042,6.2,124198.0,Tower Heist,Tower Heist,104,78009155,04 Nov 2011,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0472181,5.5,76733.0,The Smurfs,The Smurfs,103,142614158,29 Jul 2011,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0472399,6.6,139984.0,The Mechanic,The Mechanic,93,29113588,28 Jan 2011,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0473075,6.6,252174.0,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,116,90755643,28 May 2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0475290,6.3,109836.0,"Hail, Caesar!","Hail, Caesar!",106,27927631,05 Feb 2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0477080,6.8,171468.0,Unstoppable,Unstoppable,98,81557479,12 Nov 2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0477302,6.9,92574.0,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,129,31836745,20 Jan 2012,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0478304,6.8,155137.0,The Tree of Life,The Tree of Life,139,13303319,17 May 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0478970,7.3,479994.0,Ant-Man,Ant-Man,117,138002223,17 Jul 2015,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0479997,5.4,85001.0,Season of the Witch,Season of the Witch,95,24800000,07 Jan 2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0480239,5.7,12432.0,Atlas Shrugged: Part I,Atlas Shrugged: Part I,97,4563873,15 Apr 2011,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0480255,6.4,82997.0,The Losers,The Losers,97,23400000,23 Apr 2010,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0480687,5.9,113013.0,Hall Pass,Hall Pass,105,45045037,25 Feb 2011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0481499,7.2,175049.0,The Croods,The Croods,98,187165546,22 Mar 2013,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0485985,5.9,31622.0,Red Tails,Red Tails,125,49500000,20 Jan 2012,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0490075,5.2,267.0,Aftermath,Aftermath,84,2955,01 Mar 2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0490215,7.2,83403.0,Silence,Silence,161,7063885,13 Jan 2017,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0491152,5.9,53894.0,Something Borrowed,Something Borrowed,112,39000000,06 May 2011,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0491203,6.2,14415.0,Tulip Fever,Tulip Fever,105,2399374,01 Sep 2017,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0493405,6.0,35831.0,CHIPS,CHIPS,100,18591819,24 Mar 2017,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0493949,6.6,15909.0,Ramona and Beezus,Ramona and Beezus,103,26161406,23 Jul 2010,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0498351,4.0,418.0,The Hero of Color City,The Hero of Color City,77,32048,31 Jul 2015,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0498381,4.5,33470.0,Rings,Rings,102,27766716,03 Feb 2017,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt0756727,7.7,1322.0,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),116,29804,10 Sep 2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
tt0758752,6.7,165906.0,Love & Other Drugs,Love & Other Drugs,112,33299999,24 Nov 2010,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0762138,5.7,10158.0,Syrup,Syrup,90,656,01 May 2013,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0763831,5.9,35965.0,A Thousand Words,A Thousand Words,91,18429081,09 Mar 2012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0765446,5.9,23120.0,Escape from Planet Earth,Escape from Planet Earth,89,54700000,15 Feb 2013,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0770703,6.1,67256.0,What's Your Number?,What's Your Number?,106,14008193,30 Sep 2011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0770802,8.5,29211.0,Samsara,Samsara,102,1701381,23 Aug 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0770828,7.1,639074.0,Man of Steel,Man of Steel,143,291021565,14 Jun 2013,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0775489,7.5,31554.0,The Illusionist,L'illusionniste,80,2200000,11 Feb 2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0775543,6.3,1381.0,Night Catches Us,Night Catches Us,90,75343,03 Dec 2010,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0780504,7.8,515798.0,Drive,Drive,100,34300000,16 Sep 2011,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0780653,5.8,97144.0,The Wolfman,The Wolfman,103,61937495,12 Feb 2010,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0787442,7.1,3693.0,The Attack,The Attack,102,1103645,29 May 2013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tt0787474,6.8,50156.0,The Boxtrolls,The Boxtrolls,96,52098992,26 Sep 2014,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0790628,5.9,67042.0,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,100,22525921,15 Mar 2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0790636,8.0,398231.0,Dallas Buyers Club,Dallas Buyers Club,117,23750994,22 Nov 2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0790663,7.5,4004.0,The First Grader,The First Grader,103,332306,24 Jun 2011,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0790724,7.0,281511.0,Jack Reacher,Jack Reacher,130,80033643,21 Dec 2012,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0790736,5.6,107954.0,R.I.P.D.,R.I.P.D.,96,33500000,19 Jul 2013,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0795461,3.5,59316.0,Scary Movie 5,Scary Movie 5,86,32014289,12 Apr 2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0800320,5.8,253997.0,Clash of the Titans,Clash of the Titans,106,163100000,02 Apr 2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0800369,7.0,663640.0,Thor,Thor,115,181015141,06 May 2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0803061,7.4,15152.0,Red Dog,Red Dog,92,14013831,04 Aug 2011,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0803096,6.9,222619.0,Warcraft,Warcraft,123,44765679,10 Jun 2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0804463,6.1,18357.0,Devil's Knot,Devil's Knot,114,122892,12 Mar 2014,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0804497,7.1,124632.0,It's Kind of a Funny Story,It's Kind of a Funny Story,101,6350058,08 Oct 2010,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0808510,5.0,37329.0,Tooth Fairy,Tooth Fairy,101,58565813,22 Jan 2010,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0810913,3.3,70453.0,Jack and Jill,Jack and Jill,91,74158157,11 Nov 2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0810922,6.3,47900.0,Take Me Home Tonight,Take Me Home Tonight,97,6923891,04 Mar 2011,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0811137,6.0,1619.0,The Do-Deca-Pentathlon,The Do-Deca-Pentathlon,76,10000,31 Oct 2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0814255,5.9,163478.0,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,118,61198532,12 Feb 2010,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0815236,6.4,116149.0,She's Out of My League,She's Out of My League,104,28712974,12 Mar 2010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0816462,5.2,90189.0,Conan the Barbarian,Conan the Barbarian,113,21300000,19 Aug 2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0816692,8.6,1269472.0,Interstellar,Interstellar,169,158737441,07 Nov 2014,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0816711,7.0,546874.0,World War Z,World War Z,116,202351611,21 Jun 2013,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0817177,7.7,74087.0,Flipped,Flipped,90,1752214,10 Sep 2010,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0817230,5.7,106380.0,Valentine's Day,Valentine's Day,125,110500000,12 Feb 2010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0817545,5.2,3304.0,The Power of Few,The Power of Few,96,16071,15 Feb 2013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0822847,5.7,107411.0,Priest,Priest,87,29100000,13 May 2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0831387,6.4,343231.0,Godzilla,Godzilla,123,172962996,16 May 2014,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0835418,5.0,8105.0,The Babymakers,The Babymakers,95,5215,24 Aug 2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0837562,7.1,202016.0,Hotel Transylvania,Hotel Transylvania,91,148280635,28 Sep 2012,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0839742,7.3,1818.0,Bhopal: A Prayer for Rain,Bhopal: A Prayer for Rain,96,12111,07 Nov 2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0840361,7.6,319464.0,The Town,The Town,125,92173235,17 Sep 2010,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0842926,7.0,120072.0,The Kids Are All Right,The Kids Are All Right,106,20803237,30 Jul 2010,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0844993,4.8,11154.0,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,86,10134754,29 Apr 2011,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0848228,8.1,1156159.0,The Avengers,The Avengers,143,623279547,04 May 2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0848537,6.7,94669.0,Epic,Epic,102,107515297,24 May 2013,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0850677,4.5,2522.0,Jack & Diane,Jack & Diane,110,1041,20 Apr 2012,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0857190,6.1,18000.0,The Sweeney,The Sweeney,112,26345,01 Mar 2013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0864835,6.8,56631.0,Mr. Peabody & Sherman,Mr. Peabody & Sherman,92,101784999,07 Mar 2014,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0865561,4.9,592.0,6 Month Rule,6 Month Rule,100,11158,07 Aug 2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0872230,4.8,18234.0,My Soul to Take,My Soul to Take,107,14637490,08 Oct 2010,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tt0873886,6.2,58950.0,Red State,Red State,88,1000000,30 Sep 2011,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0878835,6.6,10582.0,Please Give,Please Give,87,4033268,18 Jun 2010,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0879870,5.8,76510.0,Eat Pray Love,Eat Pray Love,133,80574010,13 Aug 2010,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0881320,5.9,51045.0,Sanctum,Sanctum,108,22300000,04 Feb 2011,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0882977,6.5,77373.0,Snitch,Snitch,112,42908315,22 Feb 2013,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0884726,5.5,5326.0,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,88,6455823,09 May 2014,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0889573,6.1,89843.0,The Switch,The Switch,101,27400000,20 Aug 2010,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0892318,6.6,85398.0,Letters to Juliet,Letters to Juliet,105,53021560,14 May 2010,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0892769,8.1,600725.0,How to Train Your Dragon,How to Train Your Dragon,98,216900000,26 Mar 2010,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0892791,6.3,164930.0,Shrek Forever After,Shrek Forever After,93,238319043,21 May 2010,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0893412,5.6,13555.0,From Prada to Nada,From Prada to Nada,107,3016244,28 Jan 2011,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0896872,7.2,29562.0,The Whistleblower,The Whistleblower,112,900000,27 Oct 2011,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0900387,7.0,19466.0,Suite Française,Suite Française,107,1304622,13 Mar 2015,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0903624,7.9,714490.0,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,169,303001229,14 Dec 2012,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0903657,7.4,31869.0,Love & Mercy,Love & Mercy,121,8790100,19 Jun 2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt0905372,6.2,110701.0,The Thing,The Thing,103,16907450,14 Oct 2011,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tt0918940,6.3,147812.0,The Legend of Tarzan,The Legend of Tarzan,110,126585313,01 Jul 2016,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0926084,7.7,418184.0,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,146,294980434,19 Nov 2010,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tt0935075,7.0,45091.0,Rabbit Hole,Rabbit Hole,91,2221809,28 Jan 2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0938283,4.1,136432.0,The Last Airbender,The Last Airbender,103,131564731,01 Jul 2010,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0938330,5.0,56269.0,Silent Hill: Revelation,Silent Hill: Revelation,95,17529157,26 Oct 2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0944835,6.4,275190.0,Salt,Salt,100,118311368,23 Jul 2010,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tt0945513,7.5,447711.0,Source Code,Source Code,93,54696902,01 Apr 2011,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0947798,8.0,641658.0,Black Swan,Black Swan,108,106952327,17 Dec 2010,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0947810,6.8,121455.0,Green Zone,Green Zone,115,35000000,12 Mar 2010,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0948470,7.0,519034.0,The Amazing Spider-Man,The Amazing Spider-Man,136,262030663,03 Jul 2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0954947,6.1,31539.0,The Killer Inside Me,The Killer Inside Me,109,200000,08 Jun 2010,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0955308,6.7,237682.0,Robin Hood,Robin Hood,140,105219735,14 May 2010,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0960730,7.3,494.0,Beautiful Darling,Beautiful Darling,85,13400,02 Apr 2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0961097,6.7,18086.0,A Monster in Paris,Un monstre à Paris,90,1043531,12 Oct 2011,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0963966,6.1,142549.0,The Sorcerer's Apprentice,The Sorcerer's Apprentice,109,63143812,14 Jul 2010,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0964517,7.8,313811.0,The Fighter,The Fighter,116,93571803,17 Dec 2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0968264,6.9,26267.0,The Conspirator,The Conspirator,122,11538204,15 Apr 2011,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0970179,7.5,282564.0,Hugo,Hugo,126,73820094,23 Nov 2011,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0970866,5.5,98238.0,Little Fockers,Little Fockers,98,148383780,22 Dec 2010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0974015,6.5,317411.0,Justice League,Justice League,120,227032490,17 Nov 2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0975645,6.8,67806.0,Hitchcock,Hitchcock,98,6002708,14 Dec 2012,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0977855,6.8,43565.0,Fair Game,Fair Game,108,9528092,03 Dec 2010,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
