,Distributor,MPAA_Rating,primaryTitle,Opening_Weekend,budget,,'G','GP','M','M/PG','NC-17','Not Yet Rated','PG','PG-13','R','Unknown','Unrated','X'
902,'Sony / Columbia','PG-13',The Da Vinci Code,"'$77,073,388'",'$125 million',0,0,0,0,0,0,0,0,1,0,0,0,0
903,'Eros','Unrated',Dabangg,"'$628,137'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
904,'Eros','Unrated',Dabangg 2,"'$1,019,213'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
905,'Universal','PG',Dad,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
906,'Unknown','Not Yet Rated',Dad's Army,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
907,'AdLabs','Unrated',Daddy Cool,"'$14,319'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
908,'Sony (Revolution)','PG',Daddy Day Camp,"'$3,402,678'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
909,'Sony (Revolution)','PG',Daddy Day Care,"'$27,623,580'",'$60 million',0,0,0,0,0,0,0,1,0,0,0,0,0
910,'IFC','Unrated',Daddy Longlegs,"'$8,323'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
911,'Avenue Pict.','PG',Daddy Nostalgia,"'$14,252'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
912,'MGM','PG-13',Daddy's Dyin'... Who's Got the Will?,"'$313,844'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
913,'Paramount','PG-13',Daddy's Home,"'$38,740,203'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
914,'Paramount','PG-13',Daddy's Home 2,"'$29,651,193'",'$69 million',0,0,0,0,0,0,0,0,1,0,0,0,0
915,'Castle Hill','Unrated',Dadetown,"'$5,450'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
916,'Eros','Unrated',Dahek,"'$41,284'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
917,'Peninsula','R',Dahmer,"'$16,093'","'$250,000'",0,0,0,0,0,0,0,0,0,1,0,0,0
918,'Janus Films','Unrated',Daisies (2012 re-release),"'$6,576'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
919,'Hannover House','PG-13',Daisy Winters,,'$2.5 million',0,0,0,0,0,0,0,0,1,0,0,0,0
920,'Republic','Unrated',Dakota,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
921,'Under the Milky Way','Unrated',Dalida,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
922,'Fox','Not Yet Rated',Dallas,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
923,'Warner Bros.','Unrated',Dallas (1950),,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
924,'ThinkFilm','R',Dallas 362,"'$2,831'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
925,'Focus Features','R',Dallas Buyers Club,,'$5 million',0,0,0,0,0,0,0,0,0,1,0,0,0
926,'Miramax','PG-13',Daltry Calhoun,"'$7,758'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
927,'New Line','R',Damage,"'$101,707'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
928,'Vertical Entertainment','R',Damascus Cover,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
929,'Warner Bros.','Unrated',Dames,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
930,'Fox','R',Damien: The Omen Part II,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
931,'Sony Classics','R',The Damned United,"'$32,065'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
932,'Magnolia','R',Damsel,"'$20,291'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
933,'Sony Classics','PG-13',Damsels in Distress,"'$58,589'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
934,'Buena Vista','PG-13',Dan in Real Life,"'$11,809,445'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
935,'Cinedigm Entertainment','Unrated',Dance Academy: The Comeback,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
936,'Paramount','PG-13',Dance Flick,"'$10,643,536'",'$25 million',0,0,0,0,0,0,0,0,1,0,0,0,0
937,'Shadow Dist.','R',Dance Me Outside,"'$4,983'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
938,'Abkco Films','Unrated',The Dance of Reality,"'$24,768'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
939,'Samuel Goldwyn','R',Dance with a Stranger,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
940,'Sony / Columbia','PG',Dance with Me,"'$4,507,663'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
941,'RKO','Unrated',"Dance, Girl, Dance",,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
942,'Artistic License','Unrated',Dancemaker,"'$10,594'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
943,'IFC','Unrated',Dancer,"'$7,140'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
944,'Fine Line','R',Dancer in the Dark,"'$91,612'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
945,'Fox Searchlight','R',The Dancer Upstairs,"'$106,142'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
946,'Sony / Columbia','PG',"Dancer, Texas Pop. 81","'$87,983'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
947,'Cannon Films','PG',Dancers,"'$36,112'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
948,'Orion Pictures','PG-13',Dances with Wolves,,'$22 million',0,0,0,0,0,0,0,0,1,0,0,0,0
949,'Medallion','PG',Dancin' It's On,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
950,'First Run','Unrated',Dancing Across Borders,"'$5,204'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
951,'Sony Classics','PG',Dancing at Lughnasa,"'$83,759'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
952,'Keystone','R',Dancing at the Blue Iguana,"'$30,181'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
953,'IFC','Unrated',Dancing in Jaffa,"'$10,564'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
954,'International Film Circuit','Unrated',Dandelion,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
955,'UTV Communications','Unrated',Dangal,"'$3,248,481'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
956,'Warner Bros.','R',Dangerous Beauty,"'$105,989'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
957,'MGM','R',Dangerous Game,"'$16,995'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
958,'New Line','R',Dangerous Ground,"'$2,647,745'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
959,'Reliance Big Pictures','Not Yet Rated',Dangerous Ishhq,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
960,'Warner Bros.','R',Dangerous Liaisons,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
961,'Well Go USA','Unrated',Dangerous Liaisons (2012),"'$18,027'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
962,'ThinkFilm','R',The Dangerous Lives of Altar Boys,"'$55,000'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
963,'Sony Classics','R',A Dangerous Method,"'$167,953'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
964,'Buena Vista','R',Dangerous Minds,"'$14,931,503'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
965,'MGM','Unrated',Dangerous When Wet,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
966,'Gramercy','R',A Dangerous Woman,"'$680,441'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
967,'Cannon Films','R',Dangerously Close,"'$1,180,506'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
968,'Paramount','R',Daniel,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
969,'Strand','Unrated',Daniel & Ana,"'$1,400'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
970,'Focus Features','R',The Danish Girl,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
971,'Bleecker Street','R',Danny Collins,,'$10 million',0,0,0,0,0,0,0,0,0,1,0,0,0
972,'Lions Gate','PG-13',Danny Deckchair,"'$10,304'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
973,'Magnolia','Unrated',Danny Says,"'$11,244'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
974,'Alliance','Unrated',Dans l'oeil du chat,"'$79,133'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
975,'IFC','Unrated',Dans Paris,"'$12,231'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
976,'TVA','Unrated',Dans une galaxie pres de chez vous,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
977,'Universal','PG-13',Dante's Peak,"'$18,479,435'",'$116 million',0,0,0,0,0,0,0,0,1,0,0,0,0
978,'Sony Classics','PG-13',Danzon,"'$9,096'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
979,'Artmattan Prods.','Unrated',Daratt,"'$2,352'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
980,'Disney','G',Darby O'Gill and the Little People,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
981,'Image Entertainment','R',Dare,"'$13,200'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
982,'Indican','Unrated',Dare Not Walk Alone,"'$9,259'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
983,'Fox','PG-13',Daredevil,"'$40,310,419'",'$78 million',0,0,0,0,0,0,0,0,1,0,0,0,0
984,'Warner Independent','PG',Darfur Now,"'$23,217'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
985,'Fox Searchlight','R',The Darjeeling Limited,,'$16 million',0,0,0,0,0,0,0,0,0,1,0,0,0
986,'Hannover House','Not Yet Rated',Dark Awakening,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
987,'Greycat','R',The Dark Backward,"'$7,917'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
988,'Parade Deck Films','Unrated',The Dark Below,"'$1,526'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
989,'United Artists','R',Dark Blue,"'$3,880,688'",'$15 million',0,0,0,0,0,0,0,0,0,1,0,0,0
990,'Sony Classics','R',Dark Blue World,"'$19,541'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
991,'New Line','R',Dark City,"'$5,576,953'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
992,'Republic','Unrated',Dark Command,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
993,'Universal','PG',The Dark Crystal,"'$4,657,335'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
994,'Fathom','PG',The Dark Crystal (special re-release),"'$548,354'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
995,'Palm','Unrated',Dark Days,"'$20,035'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
996,'Island Pictures','Unrated',Dark Eyes,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
997,'Zell-Koj Studio','Unrated',Dark Forest,"'$1,739'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
998,'Orion Pictures','R',The Dark Half,"'$3,250,883'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
999,'Brainstorm and Double Hope','Unrated',Dark Horse,"'$13,551'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1000,'Broad Green Pictures','R',The Dark Horse,"'$8,152'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1001,'Sony Classics','PG',Dark Horse (2016),"'$13,838'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1002,'Mongrel Media','Unknown',Dark Horse (Canada Release),"'$1,865'",'N/A',0,0,0,0,0,0,0,0,0,0,1,0,0
1003,'Unknown','R',The Dark Hours,'$338','N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1004,'Warner Bros.','PG-13',The Dark Knight,"'$158,411,483'",'$185 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1005,'Warner Bros.','PG-13',The Dark Knight (10th Anniversary),,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1006,'Warner Bros.','PG-13',The Dark Knight (2012 re-release),,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1007,'Warner Bros.','PG-13',The Dark Knight Rises,"'$160,887,295'",'$250 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1008,'First Independent Pictures','R',Dark Matter,"'$8,701'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1009,'PBS Distribution','Unrated',Dark Money,"'$8,100'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1010,'Circle','R',Dark Obsession,"'$15,001'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1011,'Fox','Not Yet Rated',Dark Phoenix,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
1012,'Shout! Factory','Unrated',A Dark Place,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1013,'A24','R',Dark Places,'n/a','N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1014,'FilmRise','Unrated',Dark River,"'$4,246'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1015,'Warner Bros.','PG-13',Dark Shadows,"'$29,685,274'",'$150 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1016,'Weinstein / Dimension','PG-13',Dark Skies,"'$8,189,166'",'$3.5 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1017,'Icarus Films','Unrated',Dark Star: H.R. Giger's World,"'$8,349'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1018,'Samuel Goldwyn','R',Dark Streets,"'$10,958'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1019,'Wrekin Hill','PG-13',Dark Tide,,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1020,'Sony / Columbia','PG-13',The Dark Tower,"'$19,153,698'",'$60 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1021,'Magnolia','R',A Dark Truth,'$630','N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1022,'Buena Vista','PG-13',Dark Water,"'$9,939,251'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1023,'Strand','Unrated',DarkBlueAlmostBlack,"'$1,897'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1024,'Focus Features','PG-13',Darkest Hour,,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1025,'Summit Entertainment','PG-13',The Darkest Hour,,'$30 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1026,'Fox','PG-13',The Darkest Minds,"'$5,842,609'",'$34 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1027,'Universal','R',Darkman,"'$8,054,860'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1028,'Dimension Films','PG-13',Darkness,"'$6,163,306'",'$10.6 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1029,'BH Tilt','PG-13',The Darkness,"'$4,950,859'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1030,'Sony (Revolution)','PG-13',Darkness Falls,"'$12,024,917'",'$11 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1031,'Sony Classics','PG-13',Darling Companion,"'$39,962'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1032,'Eros','Unrated',Darna Mana Hai,"'$82,347'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1033,'IFC','Unrated',Darshan,"'$3,360'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1034,'Unknown','R',The Darwin Awards,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1035,'International Film Circuit','Unrated',Darwin's Nightmare,"'$8,072'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1036,'Columbia','R',Das Boot,"'$26,994'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1037,'Sony / Columbia','R',Das Boot: The Director's Cut,"'$68,369'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1038,'IDP','R',Das Experiment,"'$19,857'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1039,'Fox','PG-13',Date Movie,"'$19,076,261'",'$20 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1040,'Fox','PG-13',Date Night,"'$25,207,599'",'$55 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1041,'DEG','PG',Date with an Angel,"'$816,062'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1042,'Fathom','Unrated',The Dating Project,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1043,'Kino Lorber','Unrated',The Daughter,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1044,'Strand','Unrated',Daughter of Mine,"'$5,447'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1045,'Cohen Media Group','Unrated',Daughter of the Nile (re-issue),,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1046,'Kino','Unrated',Daughters of the Dust,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1047,'Cohen Media Group','Unrated',Daughters of the Dust (2016 re-release),"'$10,842'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1048,'Warner Bros.','PG-13',Dave,"'$7,306,755'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1049,'Rogue Pictures','R',Dave Chappelle's Block Party,"'$6,214,723'",'$3 million',0,0,0,0,0,0,0,0,0,1,0,0,0
1050,'Gravitas Ventures','Unrated',Dave Made a Maze,"'$17,135'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1051,"'David & Layla, LLC'",'R',David & Layla,"'$14,491'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1052,'Reliance Big Pictures','Not Yet Rated',David (2013),,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
1053,'Ripple Effect Inc.','PG',David and Goliath,"'$154,901'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1054,'Unknown','Unrated',David Brent: Life on the Road,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1055,'Sony Classics','Unrated',David Crosby: Remember My Name,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1056,'Fox','Unrated',David Harum,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1057,'Janus Films','Unrated',David Lynch: The Art Life,"'$10,823'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1058,'Indican','Unrated',Dawn of the Crescent Moon,"'$6,411'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1059,'Universal','R',Dawn of the Dead,"'$26,722,575'",'$26 million',0,0,0,0,0,0,0,0,0,1,0,0,0
1060,'Fox','PG-13',Dawn of the Planet of the Apes,"'$72,611,427'",'$170 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1061,'Warner Bros.','Unrated',The Dawn Patrol,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1062,'The Orchard','Unrated',The Dawn Wall,"'$21,615'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1063,'Fathom','Unrated',The Dawn Wall (Fathom),,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1064,'Kino Lorber','Unrated',Dawson City: Frozen Time,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1065,'Anchor Bay Films','Unrated',The Day,"'$10,121'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1066,'Cinema Guild','Unrated',The Day After,"'$3,727'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1067,'Fox','PG-13',The Day After Tomorrow,"'$68,743,584'",'$125 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1068,'Cinema Guild','Unrated',The Day He Arrives,"'$3,311'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1069,'TSG','Unrated',The Day I Became a Woman,"'$48,255'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1070,'Film Movement','Unrated',The Day I Saw Your Heart,"'$2,810'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1071,'IFC','Unrated',Day Night / Day Night,"'$5,457'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1072,'United Film Distribution Company','Unrated',Day of the Dead,"'$1,700,000'",'$3.5 million',0,0,0,0,0,0,0,0,0,0,0,1,0
1073,'AVCO Embassy','PG',The Day of the Dolphin,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1074,'Fox','Unrated',The Day the Earth Stood Still (1951),,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1075,'Fox','PG-13',The Day the Earth Stood Still (2008),"'$30,480,153'",'$80 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1076,'Fox Searchlight','R',Day Watch,"'$46,730'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1077,'Televisa Cine','R',A Day Without a Mexican,"'$628,807'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1078,'First Look','R',Day Zero,"'$12,070'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1079,'Newmarket','R',Daybreak,"'$2,350'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1080,'Lionsgate','R',Daybreakers,"'$15,146,692'",'$20 million',0,0,0,0,0,0,0,0,0,1,0,0,0
1081,'Universal','PG-13',Daylight,"'$10,015,875'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1082,'Cinema Purgatorio','Unrated',Daylight (2011),'$959','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1083,'Independent','Unrated',Daylight's End,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1084,'Film Movement','Unrated',Days and Clouds,"'$16,707'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1085,'IFC','Unrated',Days and Nights,"'$6,003'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1086,'Kino','Unrated',Days of Being Wild,"'$18,090'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1087,'Weinstein Company','R',Days of Glory,"'$10,996'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1088,'Cinema Purgatorio','Unrated',Days of Grace,"'$2,213'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1089,'Paramount','PG',Days of Heaven,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1090,'Roxie','Unrated',The Days of Nick Drake,"'$4,684'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1091,'Paramount','PG-13',Days of Thunder,"'$15,490,445'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1092,'Eleven Arts','Unrated',Daytime Drinking,'$389','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1093,'Sony / Columbia','R',The Daytrippers,"'$35,988'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1094,'FilmRise','Unrated',Dayveon,"'$1,592'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1095,'Gramercy','R',Dazed and Confused,"'$918,127'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1096,'Universal','PG',E.T. (20th Anniversary),"'$14,223,110'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1097,'Universal','PG',E.T.: The Extra-Terrestrial,"'$11,835,389'",'$10.5 million',0,0,0,0,0,0,0,1,0,0,0,0,0
1098,'Universal','PG',E.T.: The Extra-Terrestrial (Re-issue),"'$8,807,023'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1099,'Focus Features','PG-13',The Eagle,"'$8,684,464'",'$25 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1100,'Paramount (DreamWorks)','PG-13',Eagle Eye,"'$29,150,721'",'$80 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1101,'Sony Classics','G',The Eagle Huntress,"'$52,574'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
1102,'Miramax','R',Eagle Vs. Shark,"'$20,361'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1103,'First Run','Unrated',Eames: The Architect and the Painter,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1104,'Lionsgate','PG',Early Man,"'$3,190,525'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1105,'Janus Films','Unrated',The Earrings of Madame de... (re-issue),"'$15,409'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1106,'Zeitgeist','Unrated',Earth (1999),"'$42,449'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1107,'Buena Vista','G',Earth (2009),"'$8,825,760'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
1108,'Zeitgeist','Unrated',Earth Days,"'$2,408'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1109,'Vestron','PG',Earth Girls Are Easy,"'$892,742'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
1110,'Relativity','PG',Earth to Echo,"'$8,364,658'",'$13 million',0,0,0,0,0,0,0,1,0,0,0,0,0
1111,'Hanson Brothers','Unrated',The Earth Will Swallow You,"'$16,117'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1112,'BBC Worldwide North America','G',Earth: One Amazing Day,"'$45,480'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
1113,'Universal','PG',Earthquake,,'$7 million',0,0,0,0,0,0,0,1,0,0,0,0,0
1114,'Fox Searchlight','PG-13',The East,"'$77,031'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1115,'Miramax','R',East is East,"'$53,569'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1116,'Warner Bros.','Unrated',East of Eden,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1117,'Sony BMG','Unrated',East of Havana,"'$4,800'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1118,'Sony Classics','PG-13',East-West,"'$56,147'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1119,'First Run','Unrated',Eastern Boys,"'$5,726'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1120,'Focus Features','R',Eastern Promises,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1121,'Magic Lamp','R',Easy,"'$14,811'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1122,'Sony / Screen Gems','PG-13',Easy A,"'$17,734,040'",'$8 million',0,0,0,0,0,0,0,0,1,0,0,0,0
1123,'Orion Pictures','R',Easy Money,"'$5,844,974'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1124,'Weinstein Company','R',Easy Money (2012),"'$24,684'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
1125,'Columbia','R',Easy Rider,,"'$360,000'",0,0,0,0,0,0,0,0,0,1,0,0,0
1126,'MGM','Unrated',Easy to Wed,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1127,'Sony Classics','PG-13',Easy Virtue,"'$110,443'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
1128,'Samuel Goldwyn','Unrated',Eat Drink Man Woman,"'$155,512'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
1129,'Sony / Columbia','PG-13',Eat Pray Love,"'$23,104,523'",'$60 million',0,0,0,0,0,0,0,0,1,0,0,0,0
