,Distributor,MPAA_Rating,primaryTitle,Opening_Weekend,budget,,'G','GP','M','M/PG','NC-17','Not Yet Rated','PG','PG-13','R','Unknown','Unrated','X'
14992,'Lionsgate/Summit','PG-13',Red 2,"'$18,048,422'",'$84 million',0,0,0,0,0,0,0,0,1,0,0,0,0
14993,'Madhu Entertainment','Not Yet Rated',Red Alert: The War Within,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
14994,'Sony Classics','PG',Red Army,"'$20,100'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
14995,'Janus Films','Unrated',The Red Balloon / White Mane (re-issue),"'$9,004'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
14996,"'Monterey Media, Inc.'",'PG-13',The Red Baron,"'$13,931'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
14997,'Lang Films','PG',Red Betsy,"'$29,864'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
14998,'Freestyle Releasing','PG-13',The Red Canvas,,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
14999,'Lorber Films','Unrated',The Red Chapel,"'$2,459'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15000,'Moonstone','Unrated',Red Cherry,"'$16,208'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15001,'Artsploitation','Unrated',Red Christmas,'$280','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15002,'Magnolia','R',Red Cliff,"'$13,104'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15003,'MGM','R',Red Corner,"'$7,403,362'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15004,'MGM','PG-13',Red Dawn (1984),"'$8,230,381'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15005,'FilmDistrict','PG-13',Red Dawn (2012),"'$14,276,668'",'$65 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15006,'Emerging Pictures','R',Red Doors,"'$35,050'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15007,'Universal','R',Red Dragon,"'$36,540,945'",'$78 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15008,'DreamWorks','PG-13',Red Eye,"'$16,167,662'",'$26 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15009,'Tribeca Film','Unrated',Red Flag,"'$2,075'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15010,'TriStar','R',Red Heat,"'$8,133,822'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15011,'Indican','Unrated',Red Herring,"'$27,804'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15012,'Strand','R',Red Hill,"'$8,650'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15013,'Cinema Guild','Unrated',Red Hollywood,"'$4,760'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15014,'Variance Films','R',Red Hook Summer,"'$40,070'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15015,'Wellspring','Unrated',Red Lights,"'$3,202'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15016,'Millennium Ent.','R',Red Lights (2012),"'$10,340'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15017,'Universal','Not Yet Rated',Red Notice,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15018,'Area23a','Unrated',Red Obsession,"'$5,060'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15019,'Warner Bros.','PG-13',Red Planet,"'$8,721,296'",'$80 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15020,'Warner Bros.','PG-13',Red Riding Hood,"'$14,005,335'",'$42 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15021,'IFC','Unrated',Red Riding Trilogy,"'$14,526'",'$9 million',0,0,0,0,0,0,0,0,0,0,0,1,0
15022,'IFC','Not Yet Rated',Red Riding Trilogy (Part 2),,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15023,'IFC','Not Yet Rated',Red Riding Trilogy (Part 3),,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15024,'United Artists','Unrated',Red River,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15025,'Tartan','Unrated',Red Road,"'$17,009'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15026,'Roxie','R',Red Rock West,"'$11,562'",'$8 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15027,'Shapiro-Glickenhaus','R',Red Scorpion,"'$1,972,994'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15028,'Eagle-Lion Films','Unrated',The Red Shoes,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15029,'MGM','PG-13',Red Sonja,"'$2,263,553'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15030,'New Yorker','Unrated',Red Sorghum,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15031,'Fox','R',Red Sparrow,"'$16,853,422'",'$69 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15032,'SModcast Pictures','R',Red State,"'$204,230'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15033,'Academy Entertainment','R',Red Surf,"'$8,630'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15034,'Fox','PG-13',Red Tails,"'$18,782,154'",'$58 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15035,'Paramount','G',The Red Tent,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
15036,'Cohen Media Group','Unrated',Red Trees,"'$10,180'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15037,'Sony Classics','PG',The Red Turtle,"'$21,010'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15038,'Lions Gate','R',The Red Violin,"'$47,415'",'$18 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15039,'MGM','Unrated',Red-Headed Woman,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15040,'Magnolia','R',Redacted,"'$25,628'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15041,'Sony Classics','R',Redbelt,,'$7 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15042,'Roadside Attractions','R',Redemption (2013),"'$19,977'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15043,'Freestyle Releasing','PG-13',Redemption Road,"'$19,152'",'$2.3 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15044,'Rialto','Unrated',Rediscover Sautet,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15045,'Chicago Pictures','PG-13',Redline,"'$3,962,385'",'$26 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15046,'Found-Charger Cinema','Unrated',Redneck Carnage,'$325',"'$20,000'",0,0,0,0,0,0,0,0,0,0,0,1,0
15047,'Paramount','PG',Reds,,'$32 million',0,0,0,0,0,0,0,1,0,0,0,0,0
15048,"'Monterey Media, Inc.'",'PG-13',Redwood Highway,'$30','N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15049,'Wellspring','R',Reel Paradise,"'$3,100'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15050,'Innovation Film Group','R',Reeseville,"'$7,555'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15051,'Buena Vista','R',The Ref,"'$3,044,097'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15052,'Miramax','R',The Reflecting Skin,"'$5,958'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15053,'Warner Bros.','Unrated',Reflections in a Golden Eye,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15054,'Arts Alliance America','Not Yet Rated',The Reflektor Tapes,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15055,'New World','R',Reform School Girls,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15056,'Strand','Unrated',Refuge,"'$1,274'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15057,'Yash Raj','Unrated',Refugee,"'$160,000'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15058,'Abramorama','Unrated',Refusenik,"'$3,604'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15059,'Paramount','PG-13',Regarding Henry,"'$6,146,782'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15060,'Alliance','R',Regeneration,"'$19,593'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15061,'Arrow Releasing','Unrated',Reggie's Prayer,"'$5,120'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15062,'Cinema Purgatorio','Unrated',Regina Spektor: Live In London,"'$1,798'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15063,'Weinstein / Dimension','R',Regression,"'$33,915'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15064,'Artistic License','Unrated',Regret to Inform,"'$6,294'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15065,'First Run','Not Yet Rated',Rehearsal for a Sicilician Tragedy,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15066,'Buena Vista','PG-13',Reign of Fire,"'$15,632,281'",'$60 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15067,"'Darin Southam Endeavor, Inc.'",'Unrated',Reign of Judges: Title of,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15068,'Sony / Columbia','R',Reign Over Me,"'$7,460,690'",'$20 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15069,'Truly Indie','Not Yet Rated',Reincarnated,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15070,'Miramax','R',Reindeer Games,"'$8,128,356'",'$42 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15071,'Magnolia','PG',Rejoice and Shout,"'$6,589'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15072,'New Line','R',Relentless,"'$2,838,177'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15073,'Paramount','R',The Relic,"'$9,064,143'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15074,'Lionsgate','R',Religulous,"'$3,409,643'",'$2.5 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15075,'IFC','R',The Reluctant Fundamentalist,"'$30,920'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15076,'Triumph','PG-13',The Remaining,"'$159,143'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15077,'Independent','Unrated',The Remains,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15078,'Columbia','PG',The Remains of the Day,"'$1,528,982'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15079,'Hannover House','R',A Remarkable Life,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15080,'Entertainment One','R',Remember (Canada Release),"'$27,006'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15081,'A24','R',Remember (US Release),"'$20,489'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15082,'Summit Entertainment','PG-13',Remember Me,"'$8,089,139'",'$16 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15083,'IDP','R',"Remember Me, My Love","'$15,378'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15084,'Freestyle Releasing','R',Remember the Daze,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15085,'Five & Two Pictures','PG',Remember the Goal,"'$70,136'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15086,'Buena Vista','PG',Remember the Titans,"'$20,905,831'",'$30 million',0,0,0,0,0,0,0,1,0,0,0,0,0
15087,'CJ Entertainment','Unknown',Remember You,,'N/A',0,0,0,0,0,0,0,0,0,0,1,0,0
15088,'AfterLight','Unrated',Remnants,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15089,'Orion Pictures','PG-13',Remo Williams: The Adventure Begins,"'$3,376,971'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15090,'Cinedigm Entertainment','Unrated',Remote Area Medical,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15091,'Miramax','R',Renaissance,"'$10,800'",'$18 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15092,'Buena Vista','PG-13',Renaissance Man,"'$5,557,590'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15093,'Rialto','Unrated',Rendezvous in July (2018 re-release),"'$6,080'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15094,'Artificial Eye','Unrated',Rendezvous in Paris,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15095,'New Line','R',Rendition,"'$4,060,012'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15096,'STX Entertainment','Not Yet Rated',Renegades,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15097,'Universal','R',Renegades,"'$3,075,030'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15098,'Fox','R',Reno 911!: Miami,"'$10,273,477'",'$10 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15099,'Samuel Goldwyn','R',Renoir,"'$65,194'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15100,'Sony (Revolution)','PG-13',Rent,"'$10,016,021'",'$40 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15101,'Kings Road Ent.','R',Rent-A-Cop,"'$295,000'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15102,'Unknown','R',Rented Lips,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15103,'Red Dirt Pictures','Unrated',Reparation,"'$2,649'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15104,'Lionsgate','R',Repentance,"'$501,290'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15105,'Sony / Columbia','R',The Replacement Killers,"'$8,046,553'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15106,'Warner Bros.','PG-13',The Replacements,"'$11,039,214'",'$50 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15107,'Entertainment Studios','PG-13',Replicas,"'$2,375,325'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15108,'Universal','R',Repo Man,"'$95,300'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15109,'Universal','R',Repo Men,"'$6,126,170'",'$32 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15110,'Lionsgate','R',Repo: The Genetic Opera,"'$53,684'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15111,'New Line','PG-13',Repossessed,"'$266,975'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15112,'Miramax','R',Reprise,"'$49,060'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15113,'IFC','Unrated',Requiem,"'$3,309'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15114,'Artisan','Unrated',Requiem for a Dream,"'$64,770'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15115,'The Film Collaborative','Unrated',Requiem for the American Dream,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15116,'Buena Vista','PG',The Rescue,"'$2,194,037'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15117,'MGM','PG-13',Rescue Dawn,"'$110,326'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15118,'Disney','G',The Rescuers,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
15119,'Buena Vista','G',The Rescuers (Re-issue),"'$2,111,582'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
15120,'Buena Vista','G',The Rescuers (Re-issue) (1989),"'$3,609,117'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
15121,'Buena Vista','G',The Rescuers Down Under,"'$3,499,819'",'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
15122,'Focus Features','R',Reservation Road,"'$36,269'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15123,'Miramax','R',Reservoir Dogs,"'$147,839'",'$1.2 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15124,'FilmRise','Unrated',Reset,"'$2,198'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15125,'Well Go USA','Unrated',Reset (Ni Shi Ying Jiu),"'$54,276'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15126,'Greycat','Unrated',Resident Alien,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15127,'Sony / Screen Gems','R',Resident Evil,"'$17,707,106'",'$33 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15128,'Sony / Screen Gems','R',Resident Evil: Afterlife,"'$26,650,264'",'$60 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15129,'Sony / Screen Gems','R',Resident Evil: Apocalypse,"'$23,036,273'",'$45 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15130,'Unknown','R',Resident Evil: Damnation,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15131,'Sony / Screen Gems','R',Resident Evil: Extinction,"'$23,678,580'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15132,'Sony / Screen Gems','R',Resident Evil: Retribution,"'$21,052,227'",'$65 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15133,'Sony / Screen Gems','R',Resident Evil: The Final Chapter,"'$13,601,682'",'$40 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15134,'Sony Classics','PG-13',Respiro,"'$71,677'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15135,'Palisades Ent.','R',Restaurant,"'$11,750'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15136,"'Monterey Media, Inc.'",'R',Restitution,"'$1,779'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15137,'Arrow Releasing','Unrated',Restless,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15138,'Sony Classics','PG-13',Restless (2011),"'$15,467'",'$8 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15139,'AFFRM','R',Restless City,"'$8,100'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15140,'Abramorama','Unrated',Restless Creature: Wendy Whelan,"'$19,879'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15141,'Orion Classics','PG',Restless Natives,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15142,'Miramax','R',Restoration,"'$75,514'",'$19 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15143,'Gathr Films','Unrated',Restored Me,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15144,'Masters Media','Unrated',Restored Me (Masters Media),"'$1,316'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15145,'Fathom','PG',Restoring Tomorrow (Event),,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15146,'National Geographic Entertainment','R',Restrepo,"'$35,581'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15147,'Magnolia','R',Results,"'$17,782'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15148,'Argot Pictures','Unrated',Resurrect Dead: The Mystery of the Toynbee Tiles,"'$3,054'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15149,'Yari Film Group','PG-13',Resurrecting the Champ,"'$1,667,659'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15150,'Archstone','R',A Resurrection,"'$7,300'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15151,'Universal','PG',Resurrection,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15152,'Sony / Screen Gems','Not Yet Rated',Resurrection (2009),,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15153,'BH Tilt','PG',The Resurrection of Gavin Stone ,"'$1,206,771'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15154,'Variance Films','R',The Retrieval,"'$7,232'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15155,'Kino','Unrated',The Return,"'$19,795'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15156,'Rogue Pictures','PG-13',The Return,"'$4,479,621'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15157,'Dada Films','Unrated',Return (2012),"'$6,717'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15158,'Buena Vista','G',Return from Witch Mountain,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
15159,'Paramount','Unrated',The Return of Dr. Fu Manchu,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15160,'Fox','Unrated',The Return of Frank James,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15161,"""European Int'l""",'Unrated',The Return of Martin Guerre,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15162,'United Artists','PG',The Return of Sabata,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15163,'Triton','R',The Return of Superfly,"'$359,367'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15164,'Distrib Films','Unrated',Return of the Hero,'$761','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15165,'Fox','PG',Return of the Jedi,"'$23,019,618'",'$32.5 million',0,0,0,0,0,0,0,1,0,0,0,0,0
15166,'Fox','PG',Return of the Jedi (Re-issue),"'$3,209,056'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15167,'Fox','PG',Return of the Jedi (Special Edition),"'$16,293,531'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15168,'New World','PG',Return of the Killer Tomatoes,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15169,'Orion Pictures','R',Return of the Living Dead,"'$4,403,169'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15170,'Lorimar','R',Return of the Living Dead 2,"'$3,647,254'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15171,'Trimark','R',Return of the Living Dead III,"'$14,810'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15172,'United Artists','G',Return of the Pink Panther,,'N/A',0,1,0,0,0,0,0,0,0,0,0,0,0
15173,'Millimeter','PG-13',The Return of the Swamp Thing,,'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15174,'Lions Gate','R',Return of the Texas Chainsaw Massacre,"'$28,235'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15175,'New World','R',Return to Horror High,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15176,'MGM','PG',Return to Me,"'$7,820,836'",'$24 million',0,0,0,0,0,0,0,1,0,0,0,0,0
15177,'Buena Vista','G',Return to Never Land,"'$11,889,631'",'$20 million',0,1,0,0,0,0,0,0,0,0,0,0,0
15178,'Anchor Bay Films','Unrated',Return to Nuke 'Em High Volume 1,"'$3,226'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15179,'Buena Vista','PG',Return to Oz,"'$2,844,895'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15180,'PolyGram','R',Return to Paradise,"'$2,465,129'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15181,'Buena Vista','PG',Return to Snowy River,"'$3,023,248'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15182,'Columbia','PG-13',Return to the Blue Lagoon,"'$1,277,428'",'$11 million',0,0,0,0,0,0,0,0,1,0,0,0,0
15183,'Seatzy','PG-13',Return to The Hiding Place,"'$36,942'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15184,'Arab Film Dist.','Unrated',Return to the Land of Wonders,'$357','N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15185,'Excel','PG',Return with,"'$30,830'","'$300,000'",0,0,0,0,0,0,0,1,0,0,0,0,0
15186,'Level Films','Unrated',The Returned,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15187,'IDP','R',Returner,"'$29,214'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15188,'Fox','R',"Reuben, Reuben",,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15189,'Abramorama','Unrated',Reunion,"'$6,542'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15190,'MGM','Unrated',Reunion in France,,'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15191,"'Monterey Media, Inc.'",'PG',Reuniting the Rubins,'$734','N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15192,'Janus Films','Unrated',Revanche,"'$16,330'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15193,'Providence','PG-13',The Revelation,"'$39,442'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15194,'Freestyle Releasing','Unrated',Revelation Road 2,"'$3,722'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15195,'Rocky Mountain Pictures','PG',Revelation: Dawn of Global Government,"'$14,975'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15196,'Fox','R',The Revenant,,'$135 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15197,'Columbia','R',Revenge,"'$6,086,672'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15198,'Neon','R',Revenge (2018),"'$45,924'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15199,'Area23a','PG-13',Revenge of the Electric Car,"'$17,482'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15200,'A24','R',Revenge of the Green Dragons,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15201,'Music Box Films','Unrated',Revenge of the Mekons,"'$2,354'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15202,'Fox','R',Revenge of the Nerds,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15203,'Fox Atomic','Not Yet Rated',Revenge of the Nerds (2007),,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15204,'Fox','PG-13',Revenge of the Nerds II: Nerds in Paradise,"'$7,900,879'",'N/A',0,0,0,0,0,0,0,0,1,0,0,0,0
15205,'MGM','R',Revenge of the Ninja,"'$2,114,125'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15206,'United Artists','PG',Revenge of the Pink Panther,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15207,'Warner Bros.','R',Reversal of Fortune,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15208,'Kino Lorber','Unrated',The Revisionaries,"'$2,608'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15209,'TriCoast Worldwide','PG',Revival!,,'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15210,'Vertical Entertainment','R',Revolt,,'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15211,'Warner Bros.','PG',Revolution,"'$52,755'",'$28 million',0,0,0,0,0,0,0,1,0,0,0,0,0
15212,'Exile','Unrated',Revolution #9,"'$4,936'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15213,'7th Art','Unrated',Revolution OS,"'$3,500'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15214,'Vitagraph','Unrated',The Revolution Will Not Be Televised,"'$6,101'",'N/A',0,0,0,0,0,0,0,0,0,0,0,1,0
15215,'Paramount Vantage','R',Revolutionary Road,,'$35 million',0,0,0,0,0,0,0,0,0,1,0,0,0
15216,'IDP','R',Revolver,"'$41,820'",'N/A',0,0,0,0,0,0,0,0,0,1,0,0,0
15217,'Unknown','Not Yet Rated',The Rewrite,,'N/A',0,0,0,0,0,0,1,0,0,0,0,0,0
15218,'Orion Classics','PG',Rhapsody in August,"'$26,771'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
15219,'Fox','PG',Rhinestone,"'$5,459,726'",'N/A',0,0,0,0,0,0,0,1,0,0,0,0,0
