tconst,primaryTitle,G,GP,M,M/PG,NC-17,Not Yet Rated,PG,PG-13,R,Unknown,Unrated,X,averageRating,numVotes,originalTitle,runtimeMinutes,box office,released,Action,Crime,Drama,Adventure,Romance,Comedy,Sci-Fi,Animation,Family,Thriller,Horror,Mystery,Biography,History,Fantasy,Sport,Music,Documentary,War,Western,Musical,News,Opening_Weekend,budget
tt1584016,Catfish,0,0,0,0,0,0,0,1,0,0,0,0,7.1,38451.0,Catfish,87,3234373,01 Oct 2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,257285,0
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,0,0,0,0,0,0,1,0,0,0,0,0,4.3,12457.0,Cats & Dogs: The Revenge of Kitty Galore,82,43400000,30 Jul 2010,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12279363,85000000
tt1664894,Cave of Forgotten Dreams,1,0,0,0,0,0,0,0,0,0,0,0,7.4,13820.0,Cave of Forgotten Dreams,90,5234785,31 Aug 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,139101,0
tt1477837,Cedar Rapids,0,0,0,0,0,0,0,0,1,0,0,0,6.3,34662.0,Cedar Rapids,87,6800000,18 Mar 2011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302968,0
tt1489889,Central Intelligence,0,0,0,0,0,0,0,1,0,0,0,0,6.3,135132.0,Central Intelligence,107,127380061,17 Jun 2016,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35535250,50000000
tt1020558,Centurion,0,0,0,0,0,0,0,0,1,0,0,0,6.4,73395.0,Centurion,97,122288,30 Jul 2010,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42826,12000000
tt1341341,Ceremony,0,0,0,0,0,0,0,0,1,0,0,0,5.5,3932.0,Ceremony,89,21666,16 Jun 2011,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6920,0
tt4468634,Certain Women,0,0,0,0,0,0,0,0,1,0,0,0,6.3,10059.0,Certain Women,107,1037787,22 Feb 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60898,0
tt1020773,Certified Copy,0,0,0,0,0,0,0,0,0,0,1,0,7.3,17948.0,Copie conforme,106,1337384,25 Mar 2011,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77937,0
tt1621046,Cesar Chavez,0,0,0,0,0,0,0,1,0,0,0,0,6.4,2984.0,Cesar Chavez,102,5550866,28 Mar 2014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861528,0
tt1487118,Chalet Girl,0,0,0,0,0,0,0,0,1,0,0,0,6.3,22147.0,Chalet Girl,97,1201,14 Oct 2011,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192,0
tt1392744,Chance Pe Dance,0,0,0,0,0,0,0,0,0,0,1,0,4.7,2466.0,Chance Pe Dance,122,130160,15 Jan 2010,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,117917,0
tt3946960,Chapter & Verse,0,0,0,0,0,0,0,0,0,0,1,0,6.2,151.0,Chapter & Verse,97,84147,03 Feb 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31331,0
tt1438254,Charlie St. Cloud,0,0,0,0,0,0,0,1,0,0,0,0,6.5,54455.0,Charlie St. Cloud,99,31136950,30 Jul 2010,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12381585,44000000
tt1629757,Chasing Mavericks,0,0,0,0,0,0,1,0,0,0,0,0,7.2,28802.0,Chasing Mavericks,116,5800000,26 Oct 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2268274,20000000
tt6015328,Chasing the Dragon,0,0,0,0,0,0,0,0,0,0,1,0,6.8,2762.0,Chui lung,128,456854,28 Sep 2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138346,0
tt6217664,Chavela,0,0,0,0,0,0,0,0,0,0,1,0,7.8,483.0,Chavela,93,144764,04 Oct 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22453,0
tt1159922,Cheerful Weather for the Wedding,0,0,0,0,0,0,1,0,0,0,0,0,5.6,2029.0,Cheerful Weather for the Wedding,89,1949,16 Aug 2012,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727,0
tt1991245,Chernobyl Diaries,0,0,0,0,0,0,0,0,1,0,0,0,5.0,59233.0,Chernobyl Diaries,86,18100000,25 May 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7955307,0
tt1315350,Cherry,0,0,0,0,0,0,0,0,1,0,0,0,6.8,4135.0,Cherry,99,11089,24 Jun 2011,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416,0
tt3526706,Chevalier,0,0,0,0,0,0,0,0,0,0,1,0,6.3,3517.0,Chevalier,105,25676,26 Nov 2015,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5968,0
tt4594834,Chi-Raq,0,0,0,0,0,0,0,0,1,0,0,0,5.7,7970.0,Chi-Raq,127,2647378,02 Dec 2016,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198453,0
tt1663321,Chicken with Plums,0,0,0,0,0,0,0,1,0,0,0,0,7.0,8258.0,Poulet aux prunes,93,253705,26 Oct 2011,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11301,0
tt1235830,Chico & Rita,0,0,0,0,0,0,0,0,0,0,1,0,7.2,7906.0,Chico & Rita,94,247455,19 Nov 2010,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654,0
tt1014763,Child 44,0,0,0,0,0,0,0,0,1,0,0,0,6.5,58586.0,Child 44,137,1314609,17 Apr 2015,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621812,0
tt2187115,Child's Pose,0,0,0,0,0,0,0,0,0,0,1,0,7.4,7154.0,Pozitia copilului,112,94853,08 Mar 2013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12955,0
tt1841542,Chillar Party,0,0,0,0,0,0,0,0,0,0,1,0,7.5,5758.0,Chillar Party,135,6149,08 Jul 2011,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4155,0
tt1222815,Chimpanzee,1,0,0,0,0,0,0,0,0,0,0,0,7.2,5490.0,Chimpanzee,78,28965459,20 Apr 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10673748,0
tt2082232,China Heavyweight,0,0,0,0,0,0,0,0,0,0,1,0,5.9,306.0,China Heavyweight,94,10481,20 Jan 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3792,0
tt3481000,Chocolate City,0,0,0,0,0,0,0,0,1,0,0,0,3.9,923.0,Chocolate City,91,212223,14 May 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98829,0
tt3398066,Christian Mingle,0,0,0,0,0,0,1,0,0,0,0,0,4.3,1227.0,Christian Mingle,103,19836,13 Feb 2015,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19836,0
tt4666726,Christine,0,0,0,0,0,0,0,0,1,0,0,0,6.9,11048.0,Christine,119,298484,14 Oct 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3408904,0
tt3703148,Christmas Eve,0,0,0,0,0,0,1,0,0,0,0,0,5.1,2066.0,Christmas Eve,95,81992,04 Dec 2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45260,0
tt1610525,Chuck,0,0,0,0,0,0,0,0,1,0,0,0,6.5,4293.0,The Bleeder,98,320725,05 May 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34565,0
tt2674454,Churchill,0,0,0,0,0,0,1,0,0,0,0,0,6.3,11807.0,Churchill,105,1279681,02 Jun 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408891,0
tt1684628,Circumstance,0,0,0,0,0,0,0,0,1,0,0,0,5.9,7015.0,Circumstance,107,452602,08 Feb 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43318,1000000
tt1417067,Cirkus Columbia,0,0,0,0,0,0,0,0,0,0,1,0,7.3,2320.0,Cirkus Columbia,113,3163,17 Feb 2012,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284,0
tt1641975,Citadel,0,0,0,0,0,0,0,0,1,0,0,0,5.5,6311.0,Citadel,84,10080,01 Mar 2013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5715,0
tt1709654,Citizen Gangster,0,0,0,0,0,0,0,0,0,0,1,0,6.2,3987.0,Edwin Boyd,105,625,27 Apr 2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,0
tt2545338,Citizen Koch,0,0,0,0,0,0,0,0,0,0,1,0,6.6,642.0,Citizen Koch,90,153908,01 Jan 2013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10200,0
tt6333056,City of Ghosts,0,0,0,0,0,0,0,0,1,0,0,0,7.4,2842.0,City of Ghosts,92,127125,21 Jul 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13601,0
tt2614776,City of Gold,0,0,0,0,0,0,0,0,1,0,0,0,7.1,817.0,City of Gold,96,608799,11 Mar 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62959,0
tt7339584,City of Rock,0,0,0,0,0,0,0,0,0,0,1,0,6.2,380.0,Feng ren ji yue dui,140,115524,06 Oct 2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115524,0
tt1726888,Clandestine Childhood,0,0,0,0,0,0,0,0,0,0,1,0,7.1,2128.0,Infancia clandestina,112,9017,20 Sep 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8137,0
tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,0,0,0,0,0,0,0,0,1,0,0,0,7.4,2079.0,Client 9: The Rise and Fall of Eliot Spitzer,117,187540,04 Mar 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16962,0
tt2218003,Closed Circuit,0,0,0,0,0,0,0,0,1,0,0,0,6.2,20281.0,Closed Circuit,96,9655979,28 Aug 2013,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464931,0
tt1371111,Cloud Atlas,0,0,0,0,0,0,0,0,1,0,0,0,7.4,324060.0,Cloud Atlas,172,22100000,26 Oct 2012,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9612247,0
tt1985966,Cloudy with a Chance of Meatballs 2,0,0,0,0,0,0,1,0,0,0,0,0,6.4,79733.0,Cloudy with a Chance of Meatballs 2,95,119793567,27 Sep 2013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34017930,78000000
tt1780798,Clown,0,0,0,0,0,0,0,0,1,0,0,0,5.7,19300.0,Clown,100,51809,17 Jun 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26920,0
tt6067462,Cock and Bull,0,0,0,0,0,0,0,0,0,0,1,0,6.8,521.0,Zhui xiong zhe ye,110,82215,14 Sep 2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33231,0
tt2168910,Cocktail,0,0,0,0,0,0,0,0,1,0,0,0,6.3,12109.0,Cocktail,146,1027121,13 Jul 2012,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11789466,0
tt2380307,Coco,0,0,0,0,0,0,1,0,0,0,0,0,8.4,262250.0,Coco,105,208487719,22 Nov 2017,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50802605,0
tt2759372,Code Black,0,0,0,0,0,0,0,0,0,0,1,0,7.4,513.0,Code Black,78,150290,20 Jun 2014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6319,0
tt1497874,Cold Weather,0,0,0,0,0,0,0,0,0,0,1,0,6.2,2061.0,Cold Weather,96,141358,15 Apr 2011,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14513,0
tt4682786,Collateral Beauty,0,0,0,0,0,0,0,1,0,0,0,0,6.8,77055.0,Collateral Beauty,97,30982955,16 Dec 2016,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7102085,36000000
tt2126235,Collide,0,0,0,0,0,0,0,1,0,0,0,0,5.7,12978.0,Collide,99,2196654,24 Feb 2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512824,0
tt1657507,Colombiana,0,0,0,0,0,0,0,1,0,0,0,0,6.4,86770.0,Colombiana,108,36665854,26 Aug 2011,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10408176,40000000
tt4680182,Colossal,0,0,0,0,0,0,0,0,1,0,0,0,6.2,49402.0,Colossal,109,3027134,21 Apr 2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120226,0
tt5990474,Columbus,0,0,0,0,0,0,0,0,0,0,1,0,7.2,9994.0,Columbus,104,892778,04 Aug 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26820,0
tt2551396,Come Back to Me,0,0,0,0,0,0,0,0,1,0,0,0,5.9,4631.0,Come Back to Me,90,4156,25 Jul 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4156,0
tt2341664,Come Out and Play,0,0,0,0,0,0,0,0,1,0,0,0,4.7,2925.0,Come Out and Play,105,1600,22 Mar 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,0
tt1605782,Comic-Con Episode IV: A Fan's Hope,0,0,0,0,0,0,0,1,0,0,0,0,7.0,2636.0,Comic-Con Episode IV: A Fan's Hope,88,34665,23 Nov 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8203,1500000
tt4048168,Coming Through the Rye,0,0,0,0,0,0,0,1,0,0,0,0,6.2,710.0,Coming Through the Rye,97,4000,14 Oct 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3761,0
tt5598206,Command and Control,0,0,0,0,0,0,0,0,0,0,1,0,7.3,647.0,Command and Control,92,46603,17 Apr 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5385,0
tt3367294,Compadres,0,0,0,0,0,0,0,0,1,0,0,0,4.7,865.0,Compadres,101,3105269,31 Mar 2016,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397434,0
tt4230700,Complete Unknown,0,0,0,0,0,0,0,0,1,0,0,0,5.4,5075.0,Complete Unknown,91,187145,26 Aug 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14149,0
tt1971352,Compliance,0,0,0,0,0,0,0,0,1,0,0,0,6.4,28445.0,Compliance,90,318622,26 Sep 2012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16427,0
tt2007360,Computer Chess,0,0,0,0,0,0,0,0,0,0,1,0,6.3,4020.0,Computer Chess,92,101218,07 Nov 2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9683,0
tt1864288,Conan O'Brien Can't Stop,0,0,0,0,0,0,0,0,1,0,0,0,7.0,5842.0,Conan O'Brien Can't Stop,89,267097,18 Aug 2011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,97043,0
tt0816462,Conan the Barbarian,0,0,0,0,0,0,0,0,1,0,0,0,5.2,90189.0,Conan the Barbarian,113,21300000,19 Aug 2011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9603139,0
tt3322364,Concussion,0,0,0,0,0,0,0,0,1,0,0,0,7.1,76373.0,Concussion,123,23268108,25 Dec 2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8313,0
tt5606538,Confidential Assignment,0,0,0,0,0,0,0,0,0,0,1,0,6.5,1756.0,Gongjo,125,475618,03 Feb 2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21228,0
tt1598778,Contagion,0,0,0,0,0,0,0,1,0,0,0,0,6.6,200040.0,Contagion,106,75638743,09 Sep 2011,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22403596,60000000
tt5258306,Contemporary Color,0,0,0,0,0,0,0,1,0,0,0,0,6.3,113.0,Contemporary Color,97,15275,14 Apr 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1451,0
tt1524137,Contraband,0,0,0,0,0,0,0,0,1,0,0,0,6.5,110942.0,Contraband,109,66489425,13 Jan 2012,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24349815,25000000
tt2281159,Contracted,0,0,0,0,0,0,0,0,0,0,1,0,5.3,13257.0,Contracted,84,3328,22 Nov 2013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3328,0
tt1694015,Cool It,0,0,0,0,0,0,1,0,0,0,0,0,6.9,793.0,Cool It,87,62713,01 Jun 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26847,0
tt3813310,Cop Car,0,0,0,0,0,0,0,0,1,0,0,0,6.3,26742.0,Cop Car,88,128002,07 Aug 2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26146,0
tt1385867,Cop Out,0,0,0,0,0,0,0,0,1,0,0,0,5.6,81167.0,Cop Out,107,44047293,26 Feb 2010,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18211126,30000000
tt2404555,Copperhead,0,0,0,0,0,0,0,1,0,0,0,0,5.6,796.0,Copperhead,120,171740,28 Jun 2013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55625,0
tt1372686,Coriolanus,0,0,0,0,0,0,0,0,1,0,0,0,6.1,29454.0,Coriolanus,123,487578,20 Jan 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61136,0
tt1670389,CornerStore,0,0,0,0,0,0,0,0,0,0,1,0,8.1,43.0,CornerStore,94,40181,01 Jun 2011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12743,0
tt1886502,Corpo Celeste,0,0,0,0,0,0,0,0,0,0,1,0,6.8,884.0,Corpo celeste,99,7665,20 May 2011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2263,0
tt1480656,Cosmopolis,0,0,0,0,0,0,0,0,1,0,0,0,5.0,41535.0,Cosmopolis,109,600000,25 May 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70339,0
