,G,GP,M,M/PG,NC-17,Not Yet Rated,PG,PG-13,R,Unknown,Unrated,X,averageRating,numVotes,runtimeMinutes,box office,Action,Crime,Drama,Adventure,Romance,Comedy,Sci-Fi,Animation,Family,Thriller,Horror,Mystery,Biography,History,Fantasy,Sport,Music,Documentary,War,Western,Musical,News,Opening_Weekend,budget,avg_pos,avg_neg,no_pos_comms,no_neg_comms
305,0,0,0,0,0,0,0,0,1,0,0,0,5.8,3149.0,93,9857,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9857,3000000,0.5677867136978277,-0.4822514538558774,8505,3955
306,0,0,0,0,0,0,0,1,0,0,0,0,6.4,25661.0,96,34091886,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11727390,10000000,0.5491145743145699,-0.4687390177353327,6930,3665
307,0,0,0,0,0,0,0,0,0,0,1,0,6.6,30.0,74,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,46019370,0.5486892234548327,-0.4875142372881375,3155,1475
308,0,0,0,0,0,0,0,1,0,0,0,0,6.6,15835.0,98,155075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8682,1459655,0.5791042236024857,-0.49842151589242,2415,1227
309,0,0,0,0,0,0,1,0,0,0,0,0,6.5,15584.0,106,11854694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6012594,31000000,0.5684617606602441,-0.5262321518987341,3635,1975
310,0,0,0,0,0,0,0,1,0,0,0,0,4.3,138422.0,100,49179296,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25685737,120000000,0.5177130334486694,-0.490074821428572,4335,2800
311,0,0,0,0,0,0,0,0,0,0,1,0,7.4,33.0,90,8458,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,572,55847943,0.5433625812906474,-0.5184225908372826,1999,1266
312,0,0,0,0,0,0,1,0,0,0,0,0,7.7,10502.0,92,1538898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,126028,25787545,0.5831605769230812,-0.5012046094750329,8320,3905
313,0,0,0,0,0,0,0,0,1,0,0,0,4.1,275867.0,125,189859585,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85171450,40000000,0.5292411298838412,-0.5166576865671643,3788,2680
314,0,0,0,0,0,0,0,0,0,0,1,0,5.8,5816.0,102,515393,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515393,8606636,0.5709410144020035,-0.5347830708661423,7985,5080
315,0,0,0,0,0,0,0,0,0,0,1,0,6.8,249.0,80,55518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8753,71844374,0.5401770833333329,-0.42755555555555547,192,108
316,0,0,0,0,0,0,0,0,0,0,1,0,7.7,543.0,87,28948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4856,1688494,0.5078711864406773,-0.5174475903614454,236,166
317,0,0,0,0,0,0,0,0,0,0,1,0,6.9,953.0,154,134065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49252,41861878,0.5370690672963407,-0.4857559426229507,1694,976
318,0,0,0,0,0,0,0,0,1,0,0,0,5.2,32587.0,109,16877430,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10034685,65227345,0.5165455818965494,-0.5655177985948452,4640,4270
319,0,0,0,0,0,0,1,0,0,0,0,0,7.7,74087.0,90,1752214,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224233,14000000,0.5807257606490852,-0.4096642276422765,2465,615
320,0,0,0,0,0,0,0,0,0,0,1,0,6.9,2312.0,99,59477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6572,25192125,0.5483185665914255,-0.4743691195794996,8860,3805
321,0,0,0,0,0,0,0,1,0,0,0,0,6.6,189572.0,105,50265541,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24139,70418866,0.5740486399262504,-0.5012214285714289,10845,5320
322,0,0,0,0,0,0,0,0,0,0,1,0,6.7,148.0,87,112679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7882,25103243,0.6147007334963305,-0.5922085106382973,2045,940
323,0,0,0,0,0,0,0,0,1,0,0,0,6.8,376.0,95,165532,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55637,10374680,0.6195869918699186,-0.5098274999999995,1845,600
324,0,0,0,0,0,0,1,0,0,0,0,0,5.9,42871.0,113,51780537,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8556935,8200000,0.5996132450331082,-0.4946484326018809,6040,2552
325,0,0,0,0,0,0,0,0,1,0,0,0,5.9,316.0,100,78196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4070,25795122,0.5760959595959599,-0.4688699999999999,495,150
326,0,0,0,0,0,0,0,0,0,0,1,0,7.2,649.0,98,5175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3874,21781139,0.5577937352245861,-0.5103460606060615,4230,2475
327,0,0,0,0,0,0,0,0,1,0,0,0,7.4,59112.0,86,3900000,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137398,26081283,0.5493075723830735,-0.5257582089552252,2245,1675
328,0,0,0,0,0,0,0,1,0,0,0,0,7.5,10316.0,113,880474,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18745,46448528,0.5493464618249484,-0.5144017167381955,5370,3495
329,0,0,0,0,0,0,0,0,0,0,1,0,6.9,486.0,102,100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69306,54203975,0.5669087278106469,-0.5347596846846848,3380,2220
330,0,0,0,0,0,0,0,1,0,0,0,0,4.7,1157.0,113,7916886,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118553,3105832,0.561626577437852,-0.5046300469483584,4707,1917
331,0,0,0,0,0,0,0,0,1,0,0,0,6.6,314269.0,109,55802754,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18622150,35000000,0.4783351351351349,-0.4307402439024388,1110,410
332,0,0,0,0,0,0,0,1,0,0,0,0,5.6,13555.0,107,3016244,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115638,56440308,0.5898615384615391,-0.4870885714285714,455,175
333,0,0,0,0,0,0,1,0,0,0,0,0,7.5,25878.0,91,696519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57585,24352809,0.5868922638436433,-0.4600041666666675,6140,2040
334,0,0,0,0,0,0,0,0,0,0,1,0,6.7,4385.0,120,45457,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473,8878899,0.5556046979865771,-0.4437594936708859,745,395
335,0,0,0,0,0,0,0,1,0,0,0,0,7.2,331770.0,137,316986481,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147187040,190000000,0.5303670859538795,-0.4919895061728405,1908,1296
336,0,0,0,0,0,0,0,0,0,0,1,0,6.9,1355.0,104,1526,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30676,53971406,0.5465692982456112,-0.4995982758620709,3990,1740
337,0,0,0,0,0,0,0,0,0,0,1,0,6.1,2083.0,82,4780,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927,65187675,0.6190849462365589,-0.5268377777777771,465,225
338,0,0,0,0,0,0,0,0,1,0,0,0,7.7,376388.0,104,175428355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33377060,4500000,0.5068803114571712,-0.5228179104477579,4495,3685
339,0,0,0,0,0,0,0,0,0,0,1,0,7.7,5468.0,115,650571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24210,25078786,0.5465488979591749,-0.5044388981636064,6125,2995
340,0,0,0,0,0,0,0,1,0,0,0,0,4.3,102385.0,96,51774002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22115334,57000000,0.4973057324840767,-0.5174695473251023,1256,972
341,0,0,0,0,0,0,0,1,0,0,0,0,4.6,1334.0,83,8069,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4499,19326599,0.4798897959183684,-0.4548658333333327,980,600
342,0,0,0,0,0,0,1,0,0,0,0,0,5.2,184348.0,116,128344089,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13578151,30000000,0.5203590669014029,-0.5195426732673253,5680,5050
343,0,0,0,0,0,0,0,1,0,0,0,0,6.5,7650.0,101,1359563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689070,48101237,0.5433045634920578,-0.4978433756805801,5040,2755
344,0,0,0,0,0,0,0,0,0,0,1,0,6.5,2115.0,78,21154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4898,15976406,0.5381888888888889,-0.5325499999999999,45,50
345,0,0,0,0,0,0,0,1,0,0,0,0,7.1,1113.0,101,849484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81640,37061102,0.6220023255813951,-0.5559791666666667,129,72
346,0,0,0,0,0,0,0,1,0,0,0,0,5.6,6158.0,93,2600000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384078,60600969,0.590714475431603,-0.4683888392857136,3765,1120
347,0,0,0,0,0,0,0,0,0,0,1,0,6.9,6442.0,113,60019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4845,34052618,0.5779763779527558,-0.5063777777777776,635,315
348,0,0,0,0,0,0,0,0,1,0,0,0,4.8,3186.0,93,6111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6111,41293927,0.5192137044967896,-0.6017212065813502,2335,2735
349,0,0,0,0,0,0,0,0,1,0,0,0,6.2,28430.0,122,115088305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31201920,19000000,0.571296724137931,-0.5355397014925379,2320,1340
350,0,0,0,0,0,0,0,0,1,0,0,0,8.4,2128.0,110,576589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91583,65841694,0.5792835347432027,-0.5340762532981528,1324,758
351,0,0,0,0,0,0,1,0,0,0,0,0,6.7,7457.0,110,1587655,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143089,30000000,0.5812382425742538,-0.5218202733485207,4040,2195
352,0,0,0,0,0,0,0,0,0,0,1,0,6.6,861.0,85,284404,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50036,57242793,0.5347771171171176,-0.5184032938076409,2220,1518
353,0,0,0,0,0,0,0,0,1,0,0,0,5.7,6607.0,96,23020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23020,54646431,0.544614273430774,-0.5151619589977205,5815,4390
354,0,0,0,0,0,0,0,0,1,0,0,0,7.2,65583.0,105,77301,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27308,15664087,0.5422333584905601,-0.5242847675568716,5300,4044
355,0,0,0,0,0,0,0,0,0,0,1,0,7.4,1105.0,83,47991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7300,45547696,0.5473507945850494,-0.513257777777779,3398,2340
356,0,0,0,0,0,0,0,0,0,0,1,0,4.0,107.0,144,56705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10395,51668428,0.527056164383562,-0.5868814516129032,365,620
357,0,0,0,0,0,0,0,0,0,0,1,0,6.4,1584.0,128,52659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23912,50807684,0.5182458270106208,-0.498976483050849,3295,2360
358,0,0,0,0,0,0,0,0,1,0,0,0,6.3,631.0,101,111458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15037,46064646,0.5876032998565279,-0.4924192192192201,3485,1665
359,0,0,0,0,0,0,1,0,0,0,0,0,4.8,37662.0,113,60753735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9217013,2000000,0.5495152582159599,-0.5071201104972357,5112,3620
360,0,0,0,0,0,0,0,0,1,0,0,0,6.1,9959.0,88,97040,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21482,4772578,0.5614994206257212,-0.5087927272727267,4315,2200
361,0,0,0,0,0,0,0,1,0,0,0,0,5.4,93430.0,127,31141074,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14123903,140000000,0.5473507945850465,-0.5132577777777763,5097,3510
362,0,0,0,0,0,0,0,1,0,0,0,0,6.4,343231.0,123,172962996,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44047541,130000000,0.5349616504854371,-0.5060308270676701,1854,1197
363,0,0,0,0,0,0,0,0,1,0,0,0,6.3,54168.0,102,17797316,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6884964,32000000,0.5011142857142857,-0.42663333333333336,42,9
364,0,0,0,0,0,0,0,0,1,0,0,0,6.7,49514.0,120,7222964,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471316,35153813,0.5467195294117596,-0.4753814898419885,4250,2215
365,0,0,0,0,0,0,0,0,0,0,1,0,6.3,102.0,104,8077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554,26172470,0.5163,-0.46082,57,15
366,0,0,0,0,0,0,0,0,0,0,1,0,5.4,6510.0,155,1132192,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626432,1983005,0.5599641975308639,-0.5051098765432096,162,81
367,0,0,0,0,0,0,0,1,0,0,0,0,5.9,39165.0,94,11400000,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4770360,19981812,0.5826641497045296,-0.5072047058823532,7615,3400
368,0,0,0,0,0,0,0,1,0,0,0,0,6.6,7.0,50,11400000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4770360,60087937,0.549472589531677,-0.5163148247978452,3630,1855
369,0,0,0,0,0,0,1,0,0,0,0,0,7.3,1720.0,86,136742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6798,67122051,0.5531267473118279,-0.5152029569892468,744,372
370,0,0,0,0,0,0,1,0,0,0,0,0,7.1,19211.0,107,1659463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57917,4147431,0.5610818897637745,-0.4973470588235297,7620,4335
371,0,0,0,0,0,0,0,0,0,0,1,0,6.6,4312.0,110,42153,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21077,60869972,0.5517870113493065,-0.5140268929503918,1586,766
372,0,0,0,0,0,0,0,0,0,0,1,0,6.7,1721.0,104,345305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363949,66716048,0.5056293537787473,-0.5238581426648691,4565,3715
373,0,0,0,0,0,0,0,0,1,0,0,0,6.7,34926.0,99,580389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63641,40809045,0.4944025906735759,-0.5309889156626507,1930,2075
374,0,0,0,0,0,0,0,0,0,0,1,0,7.1,1786.0,94,222191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27044,73213095,0.5542150295857966,-0.5120758706467663,2535,1206
375,0,0,0,0,0,0,0,0,1,0,0,0,6.8,79334.0,92,840657,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1232860,42581226,0.5510833816425049,-0.513008033826639,5175,2365
376,0,0,0,0,0,0,1,0,0,0,0,0,6.3,71516.0,103,76079946,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23618556,58000000,0.5281901365705645,-0.4632975000000008,3295,1400
377,0,0,0,0,0,0,0,0,0,0,1,0,5.0,7.0,70,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,402,41744848,0.5281901365705642,-0.4632974999999998,1318,560
378,0,0,0,0,0,0,1,0,0,0,0,0,6.2,2968.0,102,2507106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,998145,34830980,0.5607771756978627,-0.5142702290076352,3045,1965
379,0,0,0,0,0,0,0,0,0,0,1,0,6.7,1200.0,84,14675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13059,65948561,0.5274426035502986,-0.4649423611111119,3380,1440
380,0,0,0,0,0,0,0,0,0,0,1,0,4.4,5296.0,137,404789,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223222,65270383,0.5271931956257615,-0.4764035294117653,3292,1360
381,0,0,0,0,0,0,0,0,0,0,1,0,7.0,1490.0,100,17077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10479,30889965,0.5101143548387093,-0.5606905286343609,3100,2270
382,0,0,0,0,0,0,0,0,1,0,0,0,5.3,994.0,98,6497,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6497,56302172,0.5566005434782619,-0.4503655913978489,920,465
383,0,0,0,0,0,0,0,1,0,0,0,0,7.7,700100.0,91,274084951,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55785112,100000000,0.5430799705449123,-0.4962141833810894,5432,2792
384,0,0,0,0,0,0,0,0,1,0,0,0,6.4,11275.0,128,258656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9593290,16530416,0.5742712598425118,-0.466360053619305,6350,1865
385,0,0,0,0,0,0,1,0,0,0,0,0,7.2,3378.0,130,1995407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,627974,18556134,0.5541826321467253,-0.5013955154639181,11124,5820
386,0,0,0,0,0,0,0,1,0,0,0,0,5.8,232.0,90,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45000,29751169,0.5649307262569833,-0.5253953703703695,1790,1080
387,0,0,0,0,0,0,0,1,0,0,0,0,5.5,249966.0,114,116600000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53174303,200000000,0.5381220689655175,-0.4893079812206579,2175,1065
388,0,0,0,0,0,0,0,0,1,0,0,0,6.8,121455.0,115,35000000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14309295,100000000,0.5719404869251492,-0.4978902439024389,5545,2665
389,0,0,0,0,0,0,0,0,1,0,0,0,6.1,33487.0,107,2293918,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118152,41816868,0.5381133047210293,-0.4932854625550667,2330,1135
390,0,0,0,0,0,0,0,0,0,0,1,0,7.1,264.0,92,22560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5530,44972377,0.538716875,-0.4932854625550663,960,454
