,G,GP,M,M/PG,NC-17,Not Yet Rated,PG,PG-13,R,Unknown,Unrated,X,averageRating,numVotes,runtimeMinutes,box office,Action,Crime,Drama,Adventure,Romance,Comedy,Sci-Fi,Animation,Family,Thriller,Horror,Mystery,Biography,History,Fantasy,Sport,Music,Documentary,War,Western,Musical,News,Opening_Weekend,budget,avg_pos,avg_neg,no_pos_comms,no_neg_comms
26,0,0,0,0,0,0,0,0,1,0,0,0,7.1,27582.0,91,3489919,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65775,3169916,0.5851689189189183,-0.5590771929824561,370,285
27,0,0,0,0,0,0,0,1,0,0,0,0,5.6,37790.0,89,44305642,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11205561,67884142,0.5401764807360581,-0.5198452631578956,8695,5700
28,0,0,0,0,0,0,0,1,0,0,0,0,6.3,134127.0,128,20518224,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9910310,175000000,0.5349546610169501,-0.496336940298507,1888,1072
29,0,0,0,0,0,0,0,0,1,0,0,0,5.6,13024.0,113,17243,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6254,12000000,0.5254965000000008,-0.5680371527777773,1000,1440
30,0,0,0,0,0,0,0,0,1,0,0,0,7.1,16257.0,95,117066,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18006,50382512,0.5449164835164837,-0.49534023529411897,2912,1700
31,0,0,0,0,0,0,0,1,0,0,0,0,6.6,1710.0,110,1063723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78480,42469348,0.5434943255813951,-0.4911439065108519,3225,1797
32,0,0,0,0,0,0,0,0,1,0,0,0,7.7,298386.0,100,35005118,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8644095,8000000,0.5559418423106943,-0.4930337226277386,3843,2055
33,0,0,0,0,0,0,0,0,1,0,0,0,4.9,592.0,100,11158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,53997155,0.5003962962962959,-0.5385702702702705,270,185
34,0,0,0,0,0,1,0,0,0,0,0,0,3.6,629.0,75,31100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875,23728344,0.5559418423106943,-0.4930337226277386,3843,2055
35,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1185.0,80,99851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42566,33028009,0.5901932098765438,-0.5672069620253163,810,790
36,0,0,0,0,0,0,0,0,1,0,0,0,4.1,2499.0,90,120500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000,7178169,0.5496743661971758,-0.5228587071240094,5325,3790
37,0,0,0,0,0,0,0,0,1,0,0,0,5.5,31932.0,104,72080547,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16759161,28000000,0.5294045951859949,-0.5069600543478249,2285,1840
38,0,0,0,0,0,0,0,0,0,0,1,0,6.4,584.0,85,93891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9388,38986859,0.5448078947368425,-0.5137075376884424,1596,1194
39,0,0,0,0,0,0,0,0,0,0,1,0,7.5,3254.0,96,125856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34839,41275277,0.5133230215827331,-0.5286876288659805,695,485
40,0,0,0,0,0,0,0,0,1,0,0,0,5.5,72.0,90,1504,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,148,9763728,0.5414064748201439,-0.5081170731707314,2224,1640
41,1,0,0,0,0,0,0,0,0,0,0,0,7.5,818.0,46,7437581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,223983,3199486,0.5379461329715057,-0.5031276923076924,2211,1560
42,0,0,0,0,0,1,0,0,0,0,0,0,4.9,276.0,87,5204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204,45854266,0.5393319371727726,-0.5042160984848478,3820,2640
43,0,0,0,0,0,0,0,1,0,0,0,0,7.2,14521.0,98,1754319,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62087,10000000,0.5428512585812354,-0.5095917098445603,1748,1158
44,0,0,0,0,0,0,0,1,0,0,0,0,6.6,1047.0,108,10152,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819,54409661,0.5841732860520016,-0.5003353507565341,6768,2908
45,0,0,0,0,0,0,0,0,0,0,1,0,7.2,976.0,100,2531,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2531,57871068,0.5618768323504546,-0.4731473684210529,5935,2660
46,0,0,0,0,0,0,1,0,0,0,0,0,7.0,9762.0,70,287709,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34554,42527448,0.6126100840336138,-0.4097324324324324,476,148
47,0,0,0,0,0,0,0,0,1,0,0,0,6.4,68768.0,146,8103139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356941,40000000,0.5423702941176481,-0.4747166123778523,3400,1535
48,0,0,0,0,0,0,0,0,1,0,0,0,6.4,92500.0,99,5702083,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167953,39661633,0.5423436986301388,-0.474288073394497,2920,1308
49,0,0,0,0,0,0,0,0,1,0,0,0,5.6,5520.0,106,5750,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,47560377,0.5564176848874508,-0.4722613475177305,6220,2820
50,0,0,0,0,0,0,1,0,0,0,0,0,7.0,51240.0,100,64304940,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18222810,22000000,0.5432265437788016,-0.4809417207792234,4340,2464
51,0,0,0,0,0,0,0,0,1,0,0,0,7.2,17608.0,104,806746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64241,65685695,0.5452235533822339,-0.4776043041606925,3681,2091
52,0,0,0,0,0,0,0,0,0,0,1,0,6.3,9217.0,90,30716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9498,15390449,0.5471680154142525,-0.4927729783037483,5190,2535
53,0,0,0,0,0,0,0,0,1,0,0,0,4.8,4615.0,86,33786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000,17621823,0.5176141791044784,-0.4382506329113929,670,395
54,0,0,0,0,0,0,0,0,0,0,1,0,5.6,190.0,90,12519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6768,17545133,0.5645350599781952,-0.5086313333333333,9170,4500
55,0,0,0,0,0,0,0,0,1,0,0,0,4.7,17841.0,86,13710572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8843875,4000000,0.5270346793349147,-0.497401544943821,3789,2136
56,0,0,0,0,0,0,0,0,1,0,0,0,7.6,40575.0,137,1545726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38212,25565949,0.5824590361445786,-0.4623499999999999,415,140
57,0,0,0,0,0,0,0,1,0,0,0,0,6.5,8010.0,97,1626909,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100847,16898262,0.574968768115933,-0.4672053398058272,6900,2060
58,0,0,0,0,0,0,0,0,0,0,1,0,6.7,1349.0,92,9862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421,42048734,0.559519758064515,-0.4977596899224826,3720,1935
59,0,0,0,0,0,0,0,1,0,0,0,0,8.3,192595.0,123,6700000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59481,29663239,0.6300118243243255,-0.5027328947368418,1480,380
60,0,0,0,0,0,0,0,1,0,0,0,0,5.9,35965.0,91,18429081,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6176280,40000000,0.5835240282685518,-0.5077537142857139,2830,875
61,0,0,0,0,0,0,0,0,1,0,0,0,6.3,61768.0,90,34400000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12954142,19000000,0.5325251603706255,-0.5094539029535846,7015,4740
62,0,0,0,0,0,0,0,0,0,0,1,0,6.1,397.0,101,11041,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183,16617320,0.5108666666666667,-0.365225,6,4
64,0,0,0,0,0,0,0,0,0,0,1,0,6.4,5651.0,160,221908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95236,17122725,0.5320617647058834,-0.5189998217468815,1530,1122
65,0,0,0,0,0,0,0,0,1,0,0,0,3.3,2806.0,144,171795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5424783,22745312,0.579880630630626,-0.4821000000000004,5328,2439
66,0,0,0,0,0,0,0,1,0,0,0,0,5.7,31642.0,107,18000000,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6154984,13000000,0.5498048780487803,-0.48263999999999996,205,75
67,0,0,0,0,0,0,0,0,1,0,0,0,6.2,15806.0,97,16740,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783,9193174,0.6078790350877183,-0.5083668151447671,3420,1347
68,0,0,0,0,0,0,0,1,0,0,0,0,4.8,180233.0,100,60522097,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27520040,130000000,0.5257968253968209,-0.5135566568047333,4725,3380
69,0,0,0,0,0,0,0,0,1,0,0,0,5.8,8851.0,98,174496,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27352,56978903,0.5569386563307438,-0.5211568578553607,5805,3609
70,0,0,0,0,0,0,0,0,1,0,0,0,6.4,221562.0,122,74255908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36160621,97000000,0.5354840445269013,-0.5255265206812659,2156,1644
71,0,0,0,0,0,0,0,1,0,0,0,0,6.9,70119.0,106,4300353,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93583,13271677,0.5351938100320166,-0.5018040298507469,3748,2680
72,0,0,0,0,0,0,0,0,1,0,0,0,7.5,402.0,96,11738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4195,68276861,0.5774494130799388,-0.5123511350059713,8945,4185
73,0,0,0,0,0,0,0,0,0,0,1,0,4.6,2730.0,80,6986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2722,47123927,0.5492745627980912,-0.5025013840830459,3145,1445
74,0,0,0,0,0,0,0,1,0,0,0,0,5.4,53551.0,105,15669178,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9670235,37000000,0.5673399999999965,-0.5284533333333329,3550,1950
75,0,0,0,0,0,0,0,0,1,0,0,0,6.5,6126.0,103,19428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8869,47421861,0.5382460986546997,-0.4889613138686136,5575,2740
76,0,0,0,0,0,0,1,0,0,0,0,0,5.1,14151.0,92,66580191,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14287159,8979479,0.5514095699831308,-0.5017879336350035,23720,13260
77,0,0,0,0,0,0,0,0,0,0,1,0,6.7,67.0,100,11926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5599,17782915,0.5938177304964549,-0.4543877551020416,1410,735
78,0,0,0,0,0,0,0,0,1,0,0,0,7.0,30496.0,163,662786,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71203,74910153,0.5642454545454545,-0.4732469135802462,1375,810
79,0,0,0,0,0,0,0,0,1,0,0,0,6.1,12594.0,108,541457,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149038,50788319,0.5469981366459631,-0.5034917355371892,805,605
80,0,0,0,0,0,0,0,0,0,0,1,0,6.2,2397.0,90,31849,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15535,8282588,0.5712456790123422,-0.5357484507042244,5265,3550
81,0,0,0,0,0,0,0,0,1,0,0,0,7.8,43248.0,128,7851076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,222500,35539252,0.5811853423336527,-0.4911858299595147,3111,1482
82,0,0,0,0,0,0,1,0,0,0,0,0,6.2,319.0,89,52756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20733,6814479,0.550704261168372,-0.4784717114568589,7275,3535
83,0,0,0,0,0,0,0,0,0,0,1,0,6.3,549.0,84,42308,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10055,51422488,0.5257597999999977,-0.5299080691642633,5000,3470
