,tconst,primaryTitle,G,GP,M,M/PG,NC-17,Not Yet Rated,PG,PG-13,R,Unknown,Unrated,X,averageRating,numVotes,originalTitle,runtimeMinutes,box office,released,Action,Crime,Drama,Adventure,Romance,Comedy,Sci-Fi,Animation,Family,Thriller,Horror,Mystery,Biography,History,Fantasy,Sport,Music,Documentary,War,Western,Musical,News,Opening_Weekend,budget,valid,avg_pos,avg_neg,no_pos_comms,no_neg_comms
242,tt2304583,Death by China,0,0,0,0,0,0,0,0,0,0,1,0,5.3,399.0,Death by China,78,37412,17 Aug 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5701,0,True,0.5530646464646464,-0.5704954022988508,891,783
243,tt1384927,Death of a Superhero,0,0,0,0,0,0,0,0,0,0,1,0,7.1,3205.0,Death of a Superhero,97,345,30 Aug 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,0,True,0.5317677966101697,-0.49078571428571394,531,252
244,tt2654360,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0,0,0,0,0,0,0,0,0,0,1,0,7.1,877.0,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,88,151389,04 Oct 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13802,0,True,0.5366592783505154,-0.4941913043478257,388,184
245,tt1931470,Declaration of War,0,0,0,0,0,0,0,0,0,0,1,0,7.0,4704.0,La guerre est déclarée,100,46225,31 Aug 2011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12791,0,True,0.539668493150685,-0.5024150442477873,1095,565
246,tt1464191,Decoding Annie Parker,0,0,0,0,0,0,0,0,1,0,0,0,6.3,2762.0,Decoding Annie Parker,91,39850,02 May 2014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16781,0,True,0.578987301587302,-0.5004095238095236,315,210
247,tt1860357,Deepwater Horizon,0,0,0,0,0,0,0,1,0,0,0,0,7.1,130921.0,Deepwater Horizon,107,73098411,30 Sep 2016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20223544,110000000,True,0.5528272084805657,-0.514475000000002,2830,1880
248,tt1934231,Delhi Belly,0,0,0,0,0,0,0,0,0,0,1,0,7.6,24302.0,Delhi Belly,103,1531757,01 Jul 2011,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581943,0,True,0.5530592334494779,-0.5145104986876637,574,381
249,tt4239548,Deli Man,0,0,0,0,0,0,0,1,0,0,0,0,7.0,433.0,Deli Man,92,479422,12 Nov 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37321,0,True,0.5643300680272109,-0.5098447427293085,2940,1788
250,tt2387559,Delivery Man,0,0,0,0,0,0,0,1,0,0,0,0,6.4,70085.0,Delivery Man,105,30659817,22 Nov 2013,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7944977,26000000,True,0.5695740480961904,-0.49876112185686844,3992,2068
251,tt1172049,Demolition,0,0,0,0,0,0,0,0,1,0,0,0,7.0,76032.0,Demolition,101,1656098,08 Apr 2016,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100042,0,True,0.5401225806451618,-0.45260110497237516,1705,905
252,tt1259528,Den of Thieves,0,0,0,0,0,0,0,0,1,0,0,0,7.0,65912.0,Den of Thieves,140,44680327,19 Jan 2018,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15206108,0,True,0.5040193027210813,-0.5211917981072546,5880,4755
253,tt1985981,Desi Boyz,0,0,0,0,0,0,0,0,0,0,1,0,5.9,11743.0,Desi Boyz,122,1066167,25 Nov 2011,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702325,0,True,0.5521065789473686,-0.4580445414847165,912,458
254,tt3147312,Desierto,0,0,0,0,0,0,0,0,1,0,0,0,6.0,8085.0,Desierto,88,1969105,13 Apr 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514282,0,True,0.5329814044213229,-0.5454052160953788,3845,3355
255,tt1323594,Despicable Me,0,0,0,0,0,0,1,0,0,0,0,0,7.7,458895.0,Despicable Me,95,251476985,09 Jul 2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56397125,69000000,True,0.5610016348773833,-0.4634950000000002,3670,1600
256,tt1690953,Despicable Me 2,0,0,0,0,0,0,1,0,0,0,0,0,7.4,340012.0,Despicable Me 2,98,368049635,03 Jul 2013,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83517315,76000000,True,0.5582232289950508,-0.45975343347639536,4856,1864
257,tt3469046,Despicable Me 3,0,0,0,0,0,0,1,0,0,0,0,0,6.3,88623.0,Despicable Me 3,89,264194540,30 Jun 2017,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72434025,80000000,True,0.5573085055643804,-0.46121317991631844,5032,1912
258,tt1683526,Detachment,0,0,0,0,0,0,0,0,0,0,1,0,7.7,68769.0,Detachment,98,48868,01 Feb 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10739,0,True,0.5776815165876792,-0.49554833333333337,1055,300
259,tt1865346,Detention of the Dead,0,0,0,0,0,0,0,0,0,0,1,0,4.6,2395.0,Detention of the Dead,87,1332,27 Apr 2012,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332,0,True,0.5507067039106156,-0.5198660465116276,1432,860
260,tt2125490,Detropia,0,0,0,0,0,0,0,0,0,0,1,0,6.5,1481.0,Detropia,90,356172,21 Jan 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17414,0,True,0.5464864928909969,-0.5296674157303374,2110,1335
261,tt1314655,Devil,0,0,0,0,0,0,0,1,0,0,0,0,6.2,121081.0,Devil,80,33583175,17 Sep 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12289375,0,True,0.5415103385178358,-0.5480194235588937,5465,3990
262,tt4082068,Dheepan,0,0,0,0,0,0,0,0,1,0,0,0,7.2,12068.0,Dheepan,115,247597,13 May 2016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20249,0,True,0.5419045333333306,-0.5518253349573659,4500,3284
263,tt1833673,Dhoom 3,0,0,0,0,0,0,0,0,0,0,1,0,5.4,40123.0,Dhoom:3,172,5596653,20 Dec 2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3423508,0,True,0.5800802147239214,-0.47307169811320776,3260,795
264,tt1758595,Diana,0,0,0,0,0,0,0,1,0,0,0,0,5.5,17435.0,Diana,113,1049915,20 Sep 2013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67754,0,True,0.54562447257384,-0.5181303468208108,2370,1730
265,tt2053352,Diana Vreeland: The Eye Has to Travel,0,0,0,0,0,0,0,1,0,0,0,0,7.5,1280.0,Diana Vreeland: The Eye Has to Travel,86,619054,21 Sep 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63700,0,True,0.6090114285714284,-0.5087799999999999,175,25
266,tt1196141,Diary of a Wimpy Kid,0,0,0,0,0,0,1,0,0,0,0,0,6.2,38098.0,Diary of a Wimpy Kid,94,64001297,19 Mar 2010,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22126166,15000000,True,0.531679381443297,-0.5072063457330441,2716,1828
267,tt2023453,Diary of a Wimpy Kid: Dog Days,0,0,0,0,0,0,1,0,0,0,0,0,6.3,19257.0,Diary of a Wimpy Kid: Dog Days,94,49002815,03 Aug 2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14623599,22000000,True,0.5118362962962963,-0.423112135922329,2025,1030
268,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,0,0,0,0,0,0,1,0,0,0,0,0,6.6,22749.0,Diary of a Wimpy Kid: Rodrick Rules,99,52691009,25 Mar 2011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23751502,21000000,True,0.5432087774294677,-0.46050387096774137,1595,775
269,tt0427152,Dinner for Schmucks,0,0,0,0,0,0,0,1,0,0,0,0,5.9,90580.0,Dinner for Schmucks,114,72980108,30 Jul 2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23527839,69000000,True,0.5512373879641488,-0.4805665782493355,1562,754
270,tt1461219,Dislecksia: The Movie,0,0,0,0,0,0,0,0,0,0,1,0,8.2,20.0,Dislecksia: The Movie,83,2213,15 Apr 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2213,0,True,0.6263586842105252,-0.5554433333333343,1900,1050
271,tt3997238,Do I Sound Gay?,0,0,0,0,0,0,0,0,0,0,1,0,5.6,1656.0,Do I Sound Gay?,77,87742,10 Jul 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10461,0,True,0.5642301587301592,-0.4185628571428572,315,175
272,tt4056738,Do You Believe?,0,0,0,0,0,0,0,1,0,0,0,0,6.2,6325.0,Do You Believe?,120,9172156,20 Mar 2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3591282,0,True,0.5544404683840846,-0.5007381374722807,10675,6765
273,tt1211837,Doctor Strange,0,0,0,0,0,0,0,1,0,0,0,0,7.5,488831.0,Doctor Strange,115,232630718,04 Nov 2016,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85058311,165000000,True,0.5537955640050648,-0.45897542372881195,7890,4130
274,tt3057836,Documented,0,0,0,0,0,0,0,0,0,0,1,0,6.6,129.0,Documented,89,5422,21 Jun 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5422,0,True,0.5423163580246916,-0.4607604651162788,1620,645
275,tt1285241,Don 2,0,0,0,0,0,0,0,0,0,0,1,0,7.1,46128.0,Don 2,148,2425377,23 Dec 2011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673921,0,True,0.51750525059666,-0.4628240384615385,2095,520
276,tt1270761,Don't Be Afraid of the Dark,0,0,0,0,0,0,0,0,1,0,0,0,5.6,44262.0,Don't Be Afraid of the Dark,99,23900000,26 Aug 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8525728,25000000,True,0.5160893982808032,-0.5558919298245625,1745,1425
277,tt1308756,Don't Stop Believin': Everyman's Journey,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1163.0,Don't Stop Believin': Everyman's Journey,113,59645,08 Mar 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25573,0,True,0.5772515235457066,-0.5217652719665276,1444,956
278,tt4972062,Don't Think Twice,0,0,0,0,0,0,0,0,1,0,0,0,6.7,15007.0,Don't Think Twice,92,4417983,22 Jul 2016,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92835,0,True,0.5852179916317973,-0.444270242214533,3585,1445
279,tt3850214,Dope,0,0,0,0,0,0,0,0,1,0,0,0,7.2,75923.0,Dope,103,11674449,19 Jun 2015,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100010,7000000,True,0.5314164122137275,-0.4699211678832112,6550,2740
280,tt1517471,Dough,0,0,0,0,0,0,0,0,0,0,1,0,6.2,1476.0,Dough,94,1148304,29 Apr 2016,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50871,0,True,0.584411217641437,-0.49869877777777716,10430,4500
281,tt1155060,Down the Shore,0,0,0,0,0,0,0,0,1,0,0,0,5.9,916.0,Down the Shore,93,4808,07 Jan 2011,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4808,0,True,0.5676735449735447,-0.4628407407407407,189,54
282,tt2033981,Downloaded,0,0,0,0,0,0,0,0,0,0,1,0,6.9,2566.0,Downloaded,106,8278,01 Jul 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2504,0,True,0.5361918759231911,-0.4940827683615847,3385,1770
283,tt1798143,Downtown Express,0,0,0,0,0,0,0,0,0,0,1,0,8.1,24.0,Downtown Express,90,3474,22 Sep 2011,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3474,0,True,0.5816599406528167,-0.4632630252100848,5055,1785
284,tt1462041,Dream House,0,0,0,0,0,0,0,1,0,0,0,0,6.0,59227.0,Dream House,84,21300000,30 Sep 2011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8129355,50000000,True,0.5769098546042003,-0.5438467836257326,3095,1710
285,tt1819513,Dreams of a Life,0,0,0,0,0,0,0,0,0,0,1,0,6.8,2790.0,Dreams of a Life,95,6595,03 Aug 2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3085,0,True,0.578791161866925,-0.5181980119284293,5035,2515
286,tt1486843,Drew: The Man Behind the Poster,0,0,0,0,0,0,0,0,0,0,1,0,7.5,837.0,Drew: The Man Behind the Poster,97,3078,19 Jul 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1764,0,True,0.5419317676143349,-0.5269870481927708,4045,3320
287,tt0780504,Drive,0,0,0,0,0,0,0,0,0,0,1,0,7.8,515798.0,Drive,100,34300000,16 Sep 2011,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715,0,True,0.5478664179104474,-0.4952275193798457,2680,1290
288,tt1502404,Drive Angry,0,0,0,0,0,0,0,0,1,0,0,0,5.4,89577.0,Drive Angry,104,10706786,25 Feb 2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187625,0,True,0.5252927083333332,-0.5174223684210523,960,760
289,tt5013056,Dunkirk,0,0,0,0,0,0,0,1,0,0,0,0,7.9,453449.0,Dunkirk,106,188042171,21 Jul 2017,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50513488,100000000,True,0.5426532461240426,-0.49171775244299487,10320,6140
290,tt1282140,Easy A,0,0,0,0,0,0,0,1,0,0,0,0,7.1,326290.0,Easy A,92,58401464,17 Sep 2010,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17734040,8000000,True,0.575207233273054,-0.43920969696969714,2765,825
291,tt1291652,Easy Money,0,0,0,0,0,0,0,0,1,0,0,0,6.7,15561.0,Snabba cash,124,100000,15 Jan 2010,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5844974,0,True,0.5819065808297553,-0.4961516034985428,3495,1715
292,tt0879870,Eat Pray Love,0,0,0,0,0,0,0,1,0,0,0,0,5.8,76510.0,Eat Pray Love,133,80574010,13 Aug 2010,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23104523,60000000,True,0.5437992747053435,-0.5293950282485863,5515,4425
293,tt3090634,Eden,0,0,0,0,0,0,0,0,1,0,0,0,6.4,3709.0,Eden,131,41257,19 Jun 2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18987,0,True,0.5372954879328383,-0.5123968709256818,4765,3835
294,tt1631867,Edge of Tomorrow,0,0,0,0,0,0,0,1,0,0,0,0,7.9,539150.0,Edge of Tomorrow,113,77121429,06 Jun 2014,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28760246,178000000,True,0.6085976387249095,-0.5094093294460642,4235,1715
295,tt2016894,Ek Tha Tiger,0,0,0,0,0,0,0,0,0,0,1,0,5.5,26008.0,Ek Tha Tiger,132,2437447,15 Aug 2012,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139340,0,True,0.5439327208061658,-0.4839209677419318,8435,4030
296,tt3175038,Ek Villain,0,0,0,0,0,0,0,0,0,0,1,0,6.5,14365.0,Ek Villain,129,414116,27 Jun 2014,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414116,0,True,0.5798134977287467,-0.4864517421602798,7705,2870
297,tt1634138,Elevate,0,0,0,0,0,0,1,0,0,0,0,0,6.9,123.0,Elevate,81,3547,01 Mar 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3547,0,True,0.5340658227848103,-0.4801189189189186,395,185
298,tt2316411,Enemy,0,0,0,0,0,0,0,0,1,0,0,0,6.9,140592.0,Enemy,91,455421,06 Feb 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16161,0,True,0.5332618806875604,-0.5164638655462181,3956,2856
299,tt3958780,Equity,0,0,0,0,0,0,0,0,1,0,0,0,5.5,3088.0,Equity,100,1605197,29 Jul 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82434,0,True,0.5098068865179384,-0.48220648464163746,5155,2930
300,tt1816518,Ernest & Celestine,0,0,0,0,0,0,1,0,0,0,0,0,7.9,15761.0,Ernest et Célestine,80,71442,28 Feb 2014,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13078,0,True,0.6140496240601507,-0.45616666666666644,1330,195
301,tt1211956,Escape Plan,0,0,0,0,0,0,0,0,1,0,0,0,6.7,209528.0,Escape Plan,115,18645489,18 Oct 2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885732,0,True,0.5748041214750558,-0.5063439560439557,922,364
302,tt2051879,Europa Report,0,0,0,0,0,0,0,1,0,0,0,0,6.4,62496.0,Europa Report,90,125475,27 Jun 2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22243,0,True,0.5282348511383473,-0.5030017135862855,5710,4085
303,tt1298554,Eva,0,0,0,0,0,0,0,1,0,0,0,0,6.7,8855.0,Eva,94,10395,13 Mar 2015,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10395,0,True,0.5711308779761837,-0.4847867503486738,6720,3585
304,tt2897642,Evergreen: The Road to Legalization,0,0,0,0,0,0,0,0,0,0,1,0,7.3,96.0,Evergreen: The Road to Legalization in Washington,86,2363,09 Sep 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189,0,True,0.5520751393533976,-0.4663958677685953,3588,1452
305,tt1301990,Every Day,0,0,0,0,0,0,0,0,1,0,0,0,5.8,3149.0,Every Day,93,9857,24 Apr 2010,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9857,3000000,True,0.5677867136978277,-0.48225145385587737,8505,3955
306,tt5001718,"Everything, Everything",0,0,0,0,0,0,0,1,0,0,0,0,6.4,25661.0,"Everything, Everything",96,34091886,19 May 2017,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11727390,10000000,True,0.5491145743145699,-0.46873901773533266,6930,3665
307,tt1655603,Evil Intent,0,0,0,0,0,0,0,0,0,0,1,0,6.6,30.0,Evil Intent,74,1500,01 Dec 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0,True,0.5486892234548327,-0.4875142372881375,3155,1475
308,tt3726704,Experimenter,0,0,0,0,0,0,0,1,0,0,0,0,6.6,15835.0,Experimenter,98,155075,16 Oct 2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8682,0,True,0.5791042236024857,-0.49842151589241995,2415,1227
309,tt1244659,Extraordinary Measures,0,0,0,0,0,0,1,0,0,0,0,0,6.5,15584.0,Extraordinary Measures,106,11854694,22 Jan 2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6012594,31000000,True,0.5684617606602441,-0.5262321518987341,3635,1975
310,tt1502712,Fantastic Four,0,0,0,0,0,0,0,1,0,0,0,0,4.3,138422.0,Fantastic Four,100,49179296,07 Aug 2015,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25685737,120000000,True,0.5177130334486694,-0.49007482142857195,4335,2800
311,tt2938740,Farewell to Hollywood,0,0,0,0,0,0,0,0,0,0,1,0,7.4,33.0,Farewell to Hollywood,90,8458,01 Sep 2013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,572,0,True,0.5433625812906474,-0.5184225908372826,1999,1266
312,tt2381335,Fed Up,0,0,0,0,0,0,1,0,0,0,0,0,7.7,10502.0,Fed Up,92,1538898,19 Jan 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,126028,0,True,0.5831605769230812,-0.5012046094750329,8320,3905
